Valor nulo: -9999.9														
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)	Velocidad del viento(m/s)	Direc. de proced. del Viento(0=N,90=E)
2023 01 02 00	0.28	2.9	3.9	151	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.86	38
2023 01 02 01	0.27	3.0	3.5	152	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.37	32
2023 01 02 02	0.26	3.0	3.5	151	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.42	14
2023 01 02 03	0.26	3.0	3.5	149	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.43	15
2023 01 02 04	0.25	3.1	3.5	147	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.6	0
2023 01 02 05	0.24	3.1	3.5	145	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.4	354
2023 01 02 06	0.23	3.1	3.5	144	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.36	354
2023 01 02 07	0.23	3.1	3.5	142	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.82	324
2023 01 02 08	0.23	3.2	3.5	140	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.24	335
2023 01 02 09	0.24	3.3	3.5	137	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.07	331
2023 01 02 10	0.25	3.4	4.2	133	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.02	347
2023 01 02 11	0.27	3.5	4.2	129	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.37	287
2023 01 02 12	0.28	3.6	4.2	126	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.66	352
2023 01 02 13	0.32	3.8	4.7	122	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.16	212
2023 01 02 14	0.34	3.9	4.7	118	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.02	189
2023 01 02 15	0.37	4.1	5.1	115	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.88	185
2023 01 02 16	0.39	4.2	5.7	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.52	203
2023 01 02 17	0.42	4.3	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.87	180
2023 01 02 18	0.43	4.4	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.89	260
2023 01 02 19	0.44	4.5	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.29	308
2023 01 02 20	0.45	4.5	5.7	110	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.68	20
2023 01 02 21	0.45	4.6	5.7	111	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.56	10
2023 01 02 22	0.45	4.6	5.7	111	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.31	18
2023 01 02 23	0.45	4.6	5.7	111	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.56	28
2023 01 03 00	0.46	4.7	5.7	111	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.15	9
2023 01 03 01	0.48	4.9	5.7	110	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.86	339
2023 01 03 02	0.49	5.0	6.8	109	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.34	335
2023 01 03 03	0.51	5.1	6.8	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.69	345
2023 01 03 04	0.52	5.2	6.8	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.85	350
2023 01 03 05	0.53	5.3	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.73	352
2023 01 03 06	0.53	5.4	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.45	348
2023 01 03 07	0.53	5.4	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.93	322
2023 01 03 08	0.53	5.5	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.09	315
2023 01 03 09	0.52	5.4	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.13	313
2023 01 03 10	0.52	5.3	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.88	319
2023 01 03 11	0.52	5.3	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.31	319
2023 01 03 12	0.52	5.2	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.87	205
2023 01 03 13	0.51	5.2	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.16	141
2023 01 03 14	0.5	5.2	6.2	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.76	126
2023 01 03 15	0.49	5.1	6.2	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.72	124
2023 01 03 16	0.47	5.1	6.2	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.86	145
2023 01 03 17	0.45	4.9	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.16	182
2023 01 03 18	0.44	4.9	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.33	307
2023 01 03 19	0.42	4.8	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.45	307
2023 01 03 20	0.41	4.8	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.18	315
2023 01 03 21	0.4	4.8	6.2	108	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.01	338
2023 01 03 22	0.39	4.8	5.7	108	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.92	347
2023 01 03 23	0.38	4.9	5.7	108	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.12	7
2023 01 04 00	0.37	4.8	5.7	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.24	348
2023 01 04 01	0.36	4.8	5.7	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.7	352
2023 01 04 02	0.36	4.7	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.32	348
2023 01 04 03	0.35	4.6	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.26	342
2023 01 04 04	0.34	4.5	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.99	339
2023 01 04 05	0.33	4.5	5.7	108	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.6	353
2023 01 04 06	0.32	4.5	5.7	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.18	344
2023 01 04 07	0.31	4.5	5.7	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.12	356
2023 01 04 08	0.28	4.5	5.7	106	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.67	337
2023 01 04 09	0.28	4.5	5.7	106	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.43	78
2023 01 04 10	0.27	4.5	5.7	106	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.86	168
2023 01 04 11	0.25	4.4	5.7	106	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.16	328
2023 01 04 12	0.24	4.4	5.7	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.88	108
2023 01 04 13	0.23	4.4	5.7	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.12	184
2023 01 04 14	0.22	4.3	5.1	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.04	181
2023 01 04 15	0.21	4.3	5.1	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.38	210
2023 01 04 16	0.21	3.7	5.1	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.02	221
2023 01 04 17	0.2	3.4	5.7	114	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.5	260
2023 01 04 18	0.19	3.7	5.7	113	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.53	270
2023 01 04 19	0.19	3.7	5.7	115	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.44	328
2023 01 04 20	0.18	3.9	5.7	114	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.6	9
2023 01 04 21	0.16	4.1	5.7	113	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.61	19
2023 01 04 22	0.17	4.0	5.7	119	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.32	20
2023 01 04 23	0.17	3.8	5.7	127	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.87	10
2023 01 05 00	0.17	3.7	5.7	128	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.91	329
2023 01 05 01	0.16	3.7	5.7	126	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.78	3
2023 01 05 02	0.15	3.6	5.7	128	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.46	8
2023 01 05 03	0.15	3.5	5.7	128	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.84	347
2023 01 05 04	0.14	3.5	5.7	126	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.17	344
2023 01 05 05	0.13	3.5	5.7	124	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.77	332
2023 01 05 06	0.12	3.4	5.7	123	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.26	344
2023 01 05 07	0.11	3.3	5.1	123	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.67	347
2023 01 05 08	0.11	3.2	5.1	129	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.22	348
2023 01 05 09	0.11	3.0	5.1	140	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.9	317
2023 01 05 10	0.11	3.0	5.1	148	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.0	296
2023 01 05 11	0.12	2.6	5.1	171	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.03	296
2023 01 05 12	0.12	2.3	2.4	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.56	271
2023 01 05 13	0.14	1.6	5.1	205	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.48	234
2023 01 05 14	0.13	1.7	5.1	198	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.05	243
2023 01 05 15	0.14	1.8	5.1	202	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.54	254
2023 01 05 16	0.16	1.9	2.9	207	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.54	247
2023 01 05 17	0.18	1.9	2.9	209	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.45	261
2023 01 05 18	0.16	2.1	3.2	209	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.21	280
2023 01 05 19	0.14	2.2	2.9	209	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.91	280
2023 01 05 20	0.11	2.4	2.9	206	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.81	7
2023 01 05 21	0.11	2.6	2.9	204	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.36	20
2023 01 05 22	0.12	2.7	3.2	204	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.81	359
2023 01 05 23	0.11	2.7	3.2	204	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.28	330
2023 01 06 00	0.11	2.6	2.9	203	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.25	333
2023 01 06 01	0.1	2.5	2.9	202	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.79	6
2023 01 06 02	0.09	2.5	2.6	200	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.97	6
2023 01 06 03	0.07	2.5	2.9	193	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.99	16
2023 01 06 04	0.07	2.6	2.9	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.78	32
2023 01 06 05	0.07	2.7	2.9	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.73	41
2023 01 06 06	0.07	2.6	2.9	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.93	30
2023 01 06 07	0.08	2.7	3.2	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.02	39
2023 01 06 08	0.07	2.8	3.2	186	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.66	28
2023 01 06 09	0.07	2.9	3.5	180	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.42	76
2023 01 06 10	0.08	3.1	3.5	173	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.7	105
2023 01 06 11	0.08	3.1	3.5	169	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.05	134
2023 01 06 12	0.1	3.4	3.9	172	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.26	233
2023 01 06 13	0.12	3.7	3.9	176	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.59	284
2023 01 06 14	0.14	4.0	4.7	179	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.39	187
2023 01 06 15	0.17	3.8	4.7	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.47	195
2023 01 06 16	0.2	3.3	4.7	185	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.31	251
2023 01 06 17	0.21	3.2	4.7	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.67	259
2023 01 06 18	0.22	3.5	4.7	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.02	7
2023 01 06 19	0.22	3.7	4.7	186	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.42	353
2023 01 06 20	0.22	3.9	4.7	184	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.86	2
2023 01 06 21	0.22	4.0	4.7	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.12	0
2023 01 06 22	0.23	4.1	4.7	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.8	1
2023 01 06 23	0.25	4.2	4.7	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.65	350
2023 01 07 00	0.27	4.3	4.7	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.26	359
2023 01 07 01	0.28	4.3	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.82	358
2023 01 07 02	0.32	4.4	5.1	181	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.46	354
2023 01 07 03	0.35	4.5	5.1	180	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.62	337
2023 01 07 04	0.39	4.6	5.1	178	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.67	353
2023 01 07 05	0.42	4.6	5.1	178	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.29	348
2023 01 07 06	0.43	4.6	5.1	178	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.43	346
2023 01 07 07	0.44	4.5	5.1	179	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.85	339
2023 01 07 08	0.45	4.6	5.1	179	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.89	339
2023 01 07 09	0.45	4.6	5.1	179	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.69	357
2023 01 07 10	0.44	4.6	5.1	178	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.24	253
2023 01 07 11	0.43	4.5	5.1	178	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.52	269
2023 01 07 12	0.41	4.5	5.1	178	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.8	61
2023 01 07 13	0.4	4.3	5.1	179	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.48	93
2023 01 07 14	0.39	4.3	5.1	179	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.35	271
2023 01 07 15	0.38	3.6	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.89	262
2023 01 07 16	0.38	3.4	5.1	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.61	257
2023 01 07 17	0.39	3.4	5.1	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.75	255
2023 01 07 18	0.42	3.8	5.7	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.95	256
2023 01 07 19	0.46	4.3	5.7	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.65	267
2023 01 07 20	0.48	4.6	5.7	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.75	326
2023 01 07 21	0.47	4.7	5.7	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.75	320
2023 01 07 22	0.45	4.8	5.7	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.3	359
2023 01 07 23	0.44	4.8	6.2	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.05	359
2023 01 08 00	0.45	4.8	6.2	184	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.67	345
2023 01 08 01	0.48	5.1	6.2	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.4	335
2023 01 08 02	0.51	5.3	6.2	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.03	289
2023 01 08 03	0.52	5.3	6.2	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.74	319
2023 01 08 04	0.52	5.3	6.2	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.51	314
2023 01 08 05	0.53	5.3	6.8	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.48	348
2023 01 08 06	0.56	5.4	6.8	181	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.21	298
2023 01 08 07	0.63	5.7	7.5	180	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.09	331
2023 01 08 08	0.71	5.9	7.5	179	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.92	330
