Valor nulo: -9999.9														
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)	Velocidad del viento(m/s)	Direc. de proced. del Viento(0=N,90=E)
2023 01 01 20	0.35	2.6	3.9	151	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.13	97
2023 01 01 21	0.35	2.5	3.9	147	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.26	73
2023 01 01 22	0.34	2.6	3.9	146	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.1	46
2023 01 01 23	0.31	2.8	3.9	153	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.52	40
2023 01 02 00	0.28	2.9	3.9	155	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.33	30
2023 01 02 01	0.28	3.0	3.5	156	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.74	24
2023 01 02 02	0.28	3.0	3.5	155	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.74	27
2023 01 02 03	0.27	3.1	3.5	153	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.34	19
2023 01 02 04	0.26	3.1	3.5	152	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.37	9
2023 01 02 05	0.25	3.2	3.5	150	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.75	344
2023 01 02 06	0.24	3.2	3.5	148	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.77	4
2023 01 02 07	0.24	3.2	3.5	145	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.24	325
2023 01 02 08	0.24	3.2	3.5	142	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.46	345
2023 01 02 09	0.25	3.3	3.5	138	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.32	348
2023 01 02 10	0.27	3.4	4.2	134	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.55	350
2023 01 02 11	0.28	3.6	4.2	129	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.82	305
2023 01 02 12	0.31	3.7	4.7	125	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.15	35
2023 01 02 13	0.34	3.9	4.7	120	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.98	148
2023 01 02 14	0.37	4.0	5.1	116	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.15	180
2023 01 02 15	0.4	4.2	5.1	113	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.94	186
2023 01 02 16	0.43	4.3	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.57	207
2023 01 02 17	0.45	4.4	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.58	188
2023 01 02 18	0.46	4.5	5.7	108	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.81	265
2023 01 02 19	0.47	4.6	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.26	289
2023 01 02 20	0.48	4.6	5.7	109	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.88	49
2023 01 02 21	0.48	4.6	5.7	110	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.56	18
2023 01 02 22	0.48	4.7	5.7	110	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.09	48
2023 01 02 23	0.49	4.8	5.7	109	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.76	33
2023 01 03 00	0.5	4.9	5.7	109	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.57	20
2023 01 03 01	0.52	5.1	6.8	107	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.34	333
2023 01 03 02	0.55	5.2	6.8	106	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.53	336
2023 01 03 03	0.57	5.3	6.8	105	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.78	333
2023 01 03 04	0.57	5.4	6.8	104	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.2	345
2023 01 03 05	0.57	5.5	6.2	104	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.27	352
2023 01 03 06	0.57	5.5	6.2	104	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.13	1
2023 01 03 07	0.57	5.5	6.2	104	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.36	349
2023 01 03 08	0.57	5.5	6.2	104	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.87	329
2023 01 03 09	0.57	5.5	6.2	104	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.34	300
2023 01 03 10	0.57	5.4	6.2	105	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.43	325
2023 01 03 11	0.57	5.1	6.2	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.44	347
2023 01 03 12	0.57	5.0	6.2	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.88	139
2023 01 03 13	0.57	5.0	6.2	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.19	193
2023 01 03 14	0.56	5.0	6.2	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.1	153
2023 01 03 15	0.54	4.9	6.2	108	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.32	142
2023 01 03 16	0.52	4.9	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.99	163
2023 01 03 17	0.5	4.6	6.2	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.63	183
2023 01 03 18	0.49	4.3	6.2	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.99	269
2023 01 03 19	0.47	4.4	6.2	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.46	349
2023 01 03 20	0.45	4.5	6.2	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.22	354
2023 01 03 21	0.44	4.6	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.84	3
2023 01 03 22	0.42	4.7	6.2	107	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.83	328
2023 01 03 23	0.41	4.8	5.7	106	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.08	5
2023 01 04 00	0.4	4.9	5.7	105	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.3	352
2023 01 04 01	0.39	4.9	5.7	105	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.0	344
2023 01 04 02	0.38	4.8	6.2	106	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.76	4
2023 01 04 03	0.38	4.6	6.2	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.23	358
2023 01 04 04	0.38	4.4	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.7	335
2023 01 04 05	0.37	4.3	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.59	354
2023 01 04 06	0.35	4.3	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.74	356
2023 01 04 07	0.33	4.3	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.27	356
2023 01 04 08	0.32	4.2	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.34	347
2023 01 04 09	0.3	4.2	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.69	349
2023 01 04 10	0.28	4.2	5.7	108	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.53	157
2023 01 04 11	0.27	4.2	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.93	156
2023 01 04 12	0.26	4.1	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.66	168
2023 01 04 13	0.25	4.2	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.89	213
2023 01 04 14	0.24	4.1	5.7	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.02	189
2023 01 04 15	0.24	3.9	5.7	114	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.57	196
2023 01 04 16	0.24	3.1	5.7	120	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.92	222
2023 01 04 17	0.25	2.5	5.7	142	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.88	254
2023 01 04 18	0.26	2.4	6.2	156	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.49	273
2023 01 04 19	0.23	2.8	6.2	144	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.15	23
2023 01 04 20	0.22	3.0	5.7	142	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.62	338
2023 01 04 21	0.2	3.2	5.7	136	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.03	356
2023 01 04 22	0.19	3.4	5.7	132	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.39	357
2023 01 04 23	0.2	3.4	5.7	142	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.63	355
2023 01 05 00	0.2	3.3	5.7	151	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.36	334
2023 01 05 01	0.19	3.3	5.7	151	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.52	337
2023 01 05 02	0.18	3.2	5.7	153	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.86	23
2023 01 05 03	0.18	3.2	5.7	158	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.72	355
2023 01 05 04	0.17	3.1	5.7	159	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.81	345
2023 01 05 05	0.16	3.0	5.7	155	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.65	331
2023 01 05 06	0.15	3.0	5.7	153	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.34	335
2023 01 05 07	0.14	2.9	5.7	154	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.89	341
2023 01 05 08	0.13	2.8	5.1	160	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.26	351
2023 01 05 09	0.14	2.8	5.1	172	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.54	345
2023 01 05 10	0.15	2.7	5.1	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.77	242
2023 01 05 11	0.15	2.6	5.1	197	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.41	294
2023 01 05 12	0.17	2.2	2.6	215	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.41	263
2023 01 05 13	0.28	1.9	2.4	226	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.46	221
2023 01 05 14	0.28	1.9	2.2	230	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.94	236
2023 01 05 15	0.28	1.9	2.2	229	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.75	238
2023 01 05 16	0.31	2.1	2.4	226	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.25	240
2023 01 05 17	0.33	2.1	2.6	226	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.88	258
2023 01 05 18	0.32	2.1	2.9	228	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.02	276
2023 01 05 19	0.27	2.4	2.9	222	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.0	301
2023 01 05 20	0.22	2.5	2.9	222	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.1	356
2023 01 05 21	0.19	2.5	2.9	221	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.26	1
2023 01 05 22	0.19	2.7	3.2	218	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.49	355
2023 01 05 23	0.19	2.7	3.2	219	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.62	328
2023 01 06 00	0.18	2.7	2.9	220	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.6	319
2023 01 06 01	0.17	2.6	2.9	220	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.74	344
2023 01 06 02	0.16	2.5	2.6	221	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.26	349
2023 01 06 03	0.14	2.4	2.6	221	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.95	349
2023 01 06 04	0.12	2.4	2.6	221	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.33	357
2023 01 06 05	0.12	2.4	2.9	219	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.44	8
2023 01 06 06	0.12	2.4	2.9	218	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.77	10
2023 01 06 07	0.13	2.4	2.9	217	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.08	15
2023 01 06 08	0.13	2.4	3.2	216	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.85	12
2023 01 06 09	0.13	2.5	3.5	214	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.41	13
2023 01 06 10	0.12	2.5	3.5	206	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.9	14
2023 01 06 11	0.12	2.7	3.5	197	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.51	129
2023 01 06 12	0.12	3.0	3.9	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.33	231
2023 01 06 13	0.14	3.4	3.9	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.26	294
2023 01 06 14	0.17	3.6	4.7	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.73	192
2023 01 06 15	0.19	3.8	4.7	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.33	198
2023 01 06 16	0.22	3.9	4.7	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.99	191
2023 01 06 17	0.26	2.8	4.7	200	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.56	238
2023 01 06 18	0.28	3.0	4.7	202	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.79	20
2023 01 06 19	0.28	3.3	4.7	199	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.17	355
2023 01 06 20	0.27	3.5	4.7	195	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.39	350
2023 01 06 21	0.27	3.7	4.7	192	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.45	350
2023 01 06 22	0.28	3.9	4.7	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.99	349
2023 01 06 23	0.28	4.1	4.7	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.5	342
2023 01 07 00	0.31	4.2	5.1	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.92	5
2023 01 07 01	0.33	4.3	5.1	187	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.27	1
2023 01 07 02	0.36	4.3	5.1	186	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.91	350
2023 01 07 03	0.39	4.5	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.51	347
2023 01 07 04	0.43	4.5	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.03	347
2023 01 07 05	0.47	4.6	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.65	347
2023 01 07 06	0.49	4.6	5.1	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.03	347
2023 01 07 07	0.5	4.6	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.87	348
2023 01 07 08	0.51	4.6	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.76	316
2023 01 07 09	0.52	4.6	5.1	186	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.69	3
2023 01 07 10	0.52	4.6	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.35	267
2023 01 07 11	0.51	4.6	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.09	247
2023 01 07 12	0.49	4.6	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.01	98
2023 01 07 13	0.48	4.4	5.1	186	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.98	142
2023 01 07 14	0.48	4.2	5.1	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.08	171
2023 01 07 15	0.48	3.8	5.1	193	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.57	260
2023 01 07 16	0.52	3.3	5.1	201	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.84	270
2023 01 07 17	0.53	3.2	5.1	201	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.23	269
2023 01 07 18	0.55	3.4	5.7	198	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.48	262
2023 01 07 19	0.57	4.0	6.2	192	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.04	272
2023 01 07 20	0.59	4.4	6.2	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.35	327
2023 01 07 21	0.57	4.6	5.7	189	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.73	308
2023 01 07 22	0.56	4.7	6.2	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.98	347
2023 01 07 23	0.56	4.8	6.2	191	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.07	345
2023 01 08 00	0.57	5.0	6.2	193	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.16	321
2023 01 08 01	0.63	5.3	6.2	194	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.57	316
2023 01 08 02	0.67	5.5	6.2	194	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.64	299
2023 01 08 03	0.69	5.5	6.2	193	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.2	292
2023 01 08 04	0.69	5.5	6.2	193	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.08	291
2023 01 08 05	0.7	5.5	6.2	193	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.49	296
2023 01 08 06	0.73	5.6	6.8	192	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.03	266
2023 01 08 07	0.8	5.8	6.8	191	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.04	312
2023 01 08 08	0.9	6.1	7.5	190	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.03	309
