Valor nulo: -9999.9														
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)	Velocidad del viento(m/s)	Direc. de proced. del Viento(0=N,90=E)
2023 01 03 17	0.46	4.6	6.2	113	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.64	176
2023 01 03 18	0.45	4.4	6.2	114	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.23	310
2023 01 03 19	0.43	4.7	6.2	113	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.37	318
2023 01 03 20	0.41	4.8	6.2	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.96	326
2023 01 03 21	0.4	4.8	6.2	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.82	342
2023 01 03 22	0.39	4.8	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.95	343
2023 01 03 23	0.38	4.9	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.24	10
2023 01 04 00	0.37	4.9	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.47	1
2023 01 04 01	0.36	4.8	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.94	354
2023 01 04 02	0.36	4.7	5.7	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.27	348
2023 01 04 03	0.36	4.5	5.7	114	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.34	345
2023 01 04 04	0.35	4.4	5.7	114	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.1	344
2023 01 04 05	0.33	4.4	5.7	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.95	349
2023 01 04 06	0.32	4.4	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.36	344
2023 01 04 07	0.31	4.4	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.43	356
2023 01 04 08	0.28	4.4	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.08	338
2023 01 04 09	0.28	4.4	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.64	2
2023 01 04 10	0.26	4.4	5.7	109	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.47	157
2023 01 04 11	0.25	4.4	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.21	328
2023 01 04 12	0.24	4.3	5.7	110	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.09	142
2023 01 04 13	0.23	4.3	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.41	199
2023 01 04 14	0.22	4.3	5.7	111	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.11	182
2023 01 04 15	0.21	4.1	5.7	112	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.53	209
2023 01 04 16	0.21	3.1	5.7	118	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.11	219
2023 01 04 17	0.21	2.9	5.7	125	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.74	256
2023 01 04 18	0.2	3.1	5.7	123	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.49	268
2023 01 04 19	0.19	3.4	5.7	124	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.52	355
2023 01 04 20	0.18	3.5	5.7	123	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.56	357
2023 01 04 21	0.17	3.8	5.7	119	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.63	6
2023 01 04 22	0.17	3.8	5.7	125	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.81	9
2023 01 04 23	0.18	3.7	5.7	136	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.27	4
2023 01 05 00	0.17	3.6	5.7	139	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.44	335
2023 01 05 01	0.17	3.5	5.7	137	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.12	358
2023 01 05 02	0.16	3.4	5.7	139	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.65	17
2023 01 05 03	0.16	3.4	5.7	140	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.89	350
2023 01 05 04	0.15	3.4	5.7	138	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.33	346
2023 01 05 05	0.14	3.3	5.7	135	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.26	337
2023 01 05 06	0.13	3.3	5.7	133	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.5	352
2023 01 05 07	0.12	3.2	5.1	135	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.6	357
2023 01 05 08	0.11	3.1	5.1	142	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.41	1
2023 01 05 09	0.11	2.9	5.1	157	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.48	348
2023 01 05 10	0.12	2.9	5.1	165	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.15	283
2023 01 05 11	0.13	2.6	5.1	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.14	299
2023 01 05 12	0.14	2.1	2.4	204	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.68	267
2023 01 05 13	0.19	1.7	1.8	216	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.91	229
2023 01 05 14	0.18	1.7	1.6	215	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.47	239
2023 01 05 15	0.19	1.7	1.8	214	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.83	250
2023 01 05 16	0.21	1.8	2.9	215	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.8	244
2023 01 05 17	0.24	1.9	2.6	216	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.65	258
2023 01 05 18	0.21	1.9	3.2	216	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.29	278
2023 01 05 19	0.18	2.2	2.9	214	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.33	289
2023 01 05 20	0.15	2.4	2.9	212	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.69	15
2023 01 05 21	0.13	2.6	2.9	210	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.94	15
2023 01 05 22	0.14	2.7	3.2	209	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.21	0
2023 01 05 23	0.14	2.7	3.2	210	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.8	335
2023 01 06 00	0.13	2.6	3.2	210	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.29	335
2023 01 06 01	0.12	2.5	2.9	210	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.23	2
2023 01 06 02	0.11	2.4	2.6	209	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.49	2
2023 01 06 03	0.09	2.4	2.6	205	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.42	8
2023 01 06 04	0.08	2.5	2.9	201	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.18	23
2023 01 06 05	0.08	2.6	2.9	200	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.13	34
2023 01 06 06	0.08	2.5	2.9	201	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.36	28
2023 01 06 07	0.09	2.5	3.2	201	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.37	30
2023 01 06 08	0.09	2.6	3.2	199	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.17	15
2023 01 06 09	0.08	2.7	3.2	193	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.49	45
2023 01 06 10	0.08	2.9	3.5	185	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.64	81
2023 01 06 11	0.09	3.0	3.5	178	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.43	128
2023 01 06 12	0.1	3.3	3.9	178	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.53	221
2023 01 06 13	0.12	3.7	3.9	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.5	342
2023 01 06 14	0.15	4.0	4.7	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.25	175
2023 01 06 15	0.18	4.0	4.7	184	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.72	172
2023 01 06 16	0.22	3.1	4.7	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.66	228
2023 01 06 17	0.24	2.9	4.7	194	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.47	251
2023 01 06 18	0.24	3.4	4.7	192	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.83	16
2023 01 06 19	0.24	3.6	4.7	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.05	349
2023 01 06 20	0.24	3.8	4.7	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.42	356
2023 01 06 21	0.24	4.0	4.7	186	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.74	358
2023 01 06 22	0.25	4.1	4.7	185	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.31	359
2023 01 06 23	0.27	4.2	4.7	185	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.96	347
2023 01 07 00	0.28	4.3	4.7	185	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.31	357
2023 01 07 01	0.31	4.4	5.1	185	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.79	355
2023 01 07 02	0.34	4.4	5.1	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.47	353
2023 01 07 03	0.38	4.5	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.76	340
2023 01 07 04	0.41	4.6	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.97	352
2023 01 07 05	0.44	4.6	5.1	181	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.54	346
2023 01 07 06	0.46	4.6	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.96	349
2023 01 07 07	0.47	4.6	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.81	351
2023 01 07 08	0.48	4.6	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.14	333
2023 01 07 09	0.48	4.6	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.84	0
2023 01 07 10	0.48	4.6	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.49	258
2023 01 07 11	0.46	4.6	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.83	265
2023 01 07 12	0.45	4.6	5.1	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.66	76
2023 01 07 13	0.44	4.4	5.1	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.04	100
2023 01 07 14	0.43	4.3	5.1	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.09	251
2023 01 07 15	0.43	3.4	5.1	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.8	260
2023 01 07 16	0.45	3.1	5.1	194	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.68	260
2023 01 07 17	0.46	3.1	5.1	193	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.09	255
2023 01 07 18	0.48	3.5	5.7	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.09	257
2023 01 07 19	0.51	4.3	5.7	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.56	274
2023 01 07 20	0.53	4.5	5.7	186	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.82	332
2023 01 07 21	0.52	4.7	5.7	186	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.86	318
2023 01 07 22	0.5	4.8	5.7	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.3	355
2023 01 07 23	0.5	4.9	6.2	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.08	354
2023 01 08 00	0.52	5.0	6.2	189	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.77	338
2023 01 08 01	0.56	5.2	6.2	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.67	333
2023 01 08 02	0.59	5.4	6.2	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.21	297
2023 01 08 03	0.61	5.4	6.2	190	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.74	308
2023 01 08 04	0.61	5.4	6.2	189	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.62	311
2023 01 08 05	0.61	5.4	6.2	189	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.48	336
2023 01 08 06	0.65	5.5	6.8	188	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.33	301
2023 01 08 07	0.72	5.8	6.8	187	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.11	329
2023 01 08 08	0.81	6.0	7.5	186	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.02	320
