Valor nulo: -9999.9														
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)	Velocidad del viento(m/s)	Direc. de proced. del Viento(0=N,90=E)
2023 01 08 09	0.89	6.2	7.5	185	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.33	286
2023 01 08 10	1.01	6.3	7.5	184	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.77	259
2023 01 08 11	1.12	6.3	6.8	183	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.52	256
2023 01 08 12	1.18	6.3	6.8	183	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.95	18
2023 01 08 13	1.19	6.2	6.8	182	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.94	50
2023 01 08 14	1.15	6.2	6.8	182	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.96	100
2023 01 08 15	1.2	6.3	7.5	182	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.76	70
2023 01 08 16	1.32	6.6	7.5	180	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.69	264
2023 01 08 17	1.46	6.8	7.5	179	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.78	248
2023 01 08 18	1.57	7.0	8.3	178	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.32	239
2023 01 08 19	1.64	7.1	8.3	177	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.48	244
2023 01 08 20	1.65	7.1	8.3	177	-9999.9	-9999.9	0.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.92	237
2023 01 08 21	1.62	7.1	8.3	177	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.72	254
2023 01 08 22	1.6	7.0	8.3	178	-9999.9	-9999.9	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.5	234
2023 01 08 23	1.6	6.9	8.3	178	-9999.9	-9999.9	0.4	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.18	234
2023 01 09 00	1.6	6.8	8.3	178	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.53	252
2023 01 09 01	1.59	6.8	8.3	179	-9999.9	-9999.9	0.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.4	263
2023 01 09 02	1.56	6.7	8.3	179	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.82	234
2023 01 09 03	1.52	6.6	8.3	180	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.96	220
2023 01 09 04	1.47	6.6	8.3	181	-9999.9	-9999.9	0.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.45	228
2023 01 09 05	1.4	6.9	8.3	182	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.88	231
2023 01 09 06	1.33	6.9	8.3	183	-9999.9	-9999.9	0.42	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.19	309
2023 01 09 07	1.23	6.9	8.3	184	-9999.9	-9999.9	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.01	287
2023 01 09 08	1.11	7.0	7.5	185	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.61	262
2023 01 09 09	1.02	6.3	7.5	187	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.67	250
2023 01 09 10	1.04	4.3	7.5	192	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.6	287
2023 01 09 11	0.95	4.0	7.5	193	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.21	301
2023 01 09 12	0.94	3.4	7.5	200	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.38	308
2023 01 09 13	0.96	3.2	7.5	216	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.17	297
2023 01 09 14	0.99	2.9	7.5	236	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.66	298
2023 01 09 15	0.86	3.0	7.5	227	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.26	293
2023 01 09 16	0.78	2.8	10.0	227	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.27	291
2023 01 09 17	0.65	2.8	10.0	218	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.35	288
2023 01 09 18	0.57	2.8	10.0	210	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.93	270
2023 01 09 19	0.62	2.5	9.1	219	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	11.84	287
2023 01 09 20	0.65	2.6	8.3	223	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.7	273
2023 01 09 21	0.6	2.9	8.3	214	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.65	274
2023 01 09 22	0.52	3.5	7.5	206	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.18	283
2023 01 09 23	0.46	4.3	7.5	202	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.9	274
2023 01 10 00	0.46	4.3	7.5	203	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.92	52
2023 01 10 01	0.46	4.2	7.5	204	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.67	282
2023 01 10 02	0.45	3.9	4.2	205	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.15	274
2023 01 10 03	0.42	4.0	4.2	206	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.46	294
2023 01 10 04	0.39	4.1	4.2	207	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.27	312
2023 01 10 05	0.34	4.5	7.5	207	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.09	320
2023 01 10 06	0.31	4.8	7.5	204	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	8.04	321
2023 01 10 07	0.31	4.9	7.5	202	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.49	332
2023 01 10 08	0.3	5.2	8.3	200	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.67	191
2023 01 10 09	0.32	3.1	8.3	203	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.15	273
2023 01 10 10	0.45	2.2	9.1	216	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.49	233
2023 01 10 11	0.47	2.3	7.5	217	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.68	256
2023 01 10 12	0.46	2.6	6.8	210	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.92	262
2023 01 10 13	0.42	2.8	6.8	205	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.84	291
2023 01 10 14	0.41	3.0	6.8	202	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.1	249
2023 01 10 15	0.39	3.1	6.8	197	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.16	216
2023 01 10 16	0.42	2.7	6.8	194	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.78	195
2023 01 10 17	0.51	2.6	2.6	191	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.66	191
2023 01 10 18	0.57	2.7	3.2	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.64	200
2023 01 10 19	0.61	2.9	3.5	187	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.25	209
2023 01 10 20	0.59	3.0	3.5	188	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.68	218
2023 01 10 21	0.5	3.4	3.9	184	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.72	347
2023 01 10 22	0.45	3.5	3.9	183	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.61	353
2023 01 10 23	0.41	3.5	3.5	182	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.33	353
2023 01 11 00	0.38	3.4	3.5	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.53	349
2023 01 11 01	0.35	3.4	3.5	181	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.84	320
2023 01 11 02	0.33	3.4	3.5	180	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.78	318
2023 01 11 03	0.32	3.4	3.5	180	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.45	284
2023 01 11 04	0.31	3.3	3.5	180	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.46	324
2023 01 11 05	0.28	3.3	3.5	181	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.48	300
2023 01 11 06	0.27	3.3	3.5	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.27	287
2023 01 11 07	0.25	3.2	3.5	184	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.68	262
2023 01 11 08	0.25	2.8	3.5	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.6	258
2023 01 11 09	0.27	2.5	3.2	194	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.3	261
2023 01 11 10	0.26	2.9	3.2	197	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.79	265
2023 01 11 11	0.25	2.9	3.2	199	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.56	265
2023 01 11 12	0.26	2.8	4.7	201	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.49	279
2023 01 11 13	0.31	2.1	4.2	213	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.46	294
2023 01 11 14	0.37	1.9	1.8	241	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.37	293
2023 01 11 15	0.3	2.0	4.7	233	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.98	297
2023 01 11 16	0.22	2.8	4.7	205	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.86	41
2023 01 11 17	0.21	3.3	4.2	200	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.35	151
2023 01 11 18	0.21	3.6	4.2	203	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.05	297
2023 01 11 19	0.21	3.2	4.7	209	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.69	292
2023 01 11 20	0.19	3.1	4.7	208	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.58	305
2023 01 11 21	0.17	3.4	4.7	210	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.28	307
2023 01 11 22	0.18	2.6	4.7	220	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.65	304
2023 01 11 23	0.21	1.9	4.7	231	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.18	302
2023 01 12 00	0.19	1.9	4.7	238	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.43	317
2023 01 12 01	0.17	1.8	4.2	245	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.02	307
2023 01 12 02	0.19	1.5	4.2	260	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.34	314
2023 01 12 03	0.19	2.1	4.2	238	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.79	320
2023 01 12 04	0.23	2.8	4.2	151	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.24	331
2023 01 12 05	0.2	2.7	4.2	168	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.25	348
2023 01 12 06	0.17	3.1	4.7	170	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.16	325
2023 01 12 07	0.16	3.4	4.7	157	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.49	314
2023 01 12 08	0.19	3.4	4.7	145	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.73	7
2023 01 12 09	0.23	3.7	4.2	144	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.59	19
2023 01 12 10	0.24	3.5	3.5	140	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.32	334
2023 01 12 11	0.22	3.6	5.1	110	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.74	280
2023 01 12 12	0.23	3.3	5.1	117	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.15	279
2023 01 12 13	0.28	2.5	5.1	166	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.1	256
2023 01 12 14	0.36	2.3	5.1	194	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.35	221
2023 01 12 15	0.37	2.3	2.6	194	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.43	227
2023 01 12 16	0.38	2.3	2.6	192	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.8	247
2023 01 12 17	0.47	2.5	2.9	195	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.37	230
2023 01 12 18	0.53	2.6	3.2	197	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.9	231
2023 01 12 19	0.55	2.7	3.5	197	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.53	233
2023 01 12 20	0.5	3.3	3.9	191	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.97	253
2023 01 12 21	0.49	3.5	3.9	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.85	353
2023 01 12 22	0.48	3.7	4.2	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.11	344
2023 01 12 23	0.47	3.8	4.2	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.97	338
2023 01 13 00	0.47	3.8	4.2	191	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.42	345
2023 01 13 01	0.46	3.7	4.2	192	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.58	337
2023 01 13 02	0.43	3.7	4.2	193	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.25	330
2023 01 13 03	0.4	3.7	4.2	193	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.27	295
2023 01 13 04	0.39	3.2	4.2	194	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.01	259
2023 01 13 05	0.44	2.6	4.2	196	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.15	249
2023 01 13 06	0.43	2.9	4.2	195	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.59	259
2023 01 13 07	0.38	3.4	4.7	196	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.14	222
2023 01 13 08	0.35	3.8	5.1	197	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.34	281
2023 01 13 09	0.33	4.1	5.1	196	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.49	56
2023 01 13 10	0.31	4.3	5.1	194	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.86	98
2023 01 13 11	0.3	4.4	5.1	193	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.78	135
2023 01 13 12	0.28	4.3	4.7	192	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.92	115
2023 01 13 13	0.28	4.2	4.7	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.52	136
2023 01 13 14	0.26	4.1	4.7	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.39	165
2023 01 13 15	0.24	4.1	4.7	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.03	149
2023 01 13 16	0.23	4.1	4.7	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.12	174
2023 01 13 17	0.22	4.2	4.7	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.18	181
2023 01 13 18	0.21	4.3	4.7	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.67	192
2023 01 13 19	0.21	4.3	4.7	187	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.54	215
2023 01 13 20	0.22	4.2	4.7	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.09	279
2023 01 13 21	0.23	4.2	4.7	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.47	316
2023 01 13 22	0.23	4.2	4.7	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.0	340
2023 01 13 23	0.23	4.1	4.7	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.71	341
2023 01 14 00	0.22	4.1	4.7	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.31	6
2023 01 14 01	0.21	4.1	4.2	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.4	347
2023 01 14 02	0.19	4.0	4.2	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.54	342
2023 01 14 03	0.19	3.9	4.2	191	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.6	4
2023 01 14 04	0.18	3.8	5.1	190	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.2	47
2023 01 14 05	0.18	3.5	5.1	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.5	14
2023 01 14 06	0.17	3.4	5.1	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.6	342
2023 01 14 07	0.16	3.4	4.2	189	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.44	346
2023 01 14 08	0.14	3.2	3.9	188	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.89	329
2023 01 14 09	0.13	3.1	3.5	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.51	340
2023 01 14 10	0.12	3.0	3.5	185	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.0	331
2023 01 14 11	0.12	2.9	3.5	186	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.01	246
2023 01 14 12	0.25	1.9	2.4	204	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.18	231
2023 01 14 13	0.44	2.3	2.9	205	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.17	222
2023 01 14 14	0.48	2.4	3.2	204	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.1	216
2023 01 14 15	0.44	2.3	3.2	205	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.63	219
2023 01 14 16	0.45	2.3	2.9	204	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	7.38	216
2023 01 14 17	0.47	2.4	3.2	201	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.97	216
2023 01 14 18	0.46	2.4	3.2	199	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.6	227
2023 01 14 19	0.42	2.5	3.2	196	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.31	239
2023 01 14 20	0.37	3.0	3.5	187	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.29	270
2023 01 14 21	0.36	3.2	3.9	183	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.95	324
2023 01 14 22	0.36	3.3	3.9	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.57	345
2023 01 14 23	0.36	3.4	4.2	182	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.17	347
2023 01 15 00	0.37	3.6	4.2	181	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.6	355
2023 01 15 01	0.41	3.9	4.7	179	-9999.9	-9999.9	0.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.15	340
2023 01 15 02	0.48	4.3	5.1	176	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.38	341
2023 01 15 03	0.56	4.8	5.7	175	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	2.27	333
2023 01 15 04	0.64	5.1	5.7	175	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.97	339
2023 01 15 05	0.7	5.3	6.2	177	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	5.25	277
2023 01 15 06	0.74	5.5	6.2	178	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	1.9	275
2023 01 15 07	0.76	5.1	6.2	180	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	4.59	281
2023 01 15 08	0.82	4.0	6.2	184	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	6.89	276
2023 01 15 09	0.84	3.6	6.2	191	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.54	277
2023 01 15 10	0.83	3.5	6.2	196	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	8.53	266
2023 01 15 11	0.81	3.4	6.2	199	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	8.96	271
2023 01 15 12	0.83	3.1	6.2	206	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	11.1	281
2023 01 15 13	0.89	3.0	6.2	219	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.9	285
2023 01 15 14	0.83	2.9	6.2	226	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.01	283
2023 01 15 15	0.69	2.8	6.2	222	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	8.82	279
2023 01 15 16	0.65	2.7	6.2	223	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.57	275
2023 01 15 17	0.64	2.6	4.7	226	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.19	275
2023 01 15 18	0.57	2.4	4.2	230	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.55	281
2023 01 15 19	0.54	2.3	6.8	235	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.85	290
2023 01 15 20	0.54	2.2	2.2	248	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	10.74	295
2023 01 15 21	0.52	2.1	2.2	261	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	9.54	301
2023 01 15 22	0.39	2.3	6.8	240	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3.57	300
