Valor nulo: -9999.9														
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)	Velocidad del viento(m/s)	Direc. de proced. del Viento(0=N,90=E)
2023 01 01 13	0.42	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 14	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 15	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 16	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 17	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 18	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 19	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 20	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 21	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 22	0.29	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 01 23	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 00	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 01	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 02	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 03	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 04	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 05	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 06	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 07	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 08	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 09	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 10	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 11	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 12	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 13	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 14	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 15	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 16	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 17	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 18	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 19	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 20	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 21	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 22	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 02 23	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 00	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 01	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 02	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 03	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 04	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 05	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 06	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 07	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 08	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 09	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 10	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 11	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 12	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 13	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 14	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 15	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 16	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 17	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 18	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 19	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 20	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 21	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 22	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 03 23	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 00	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 01	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 02	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 03	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 04	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 05	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 06	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 07	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 08	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 09	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 10	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 11	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 12	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 13	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 14	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 15	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 16	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 17	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 18	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 19	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 20	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 21	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 22	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 04 23	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 00	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 01	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 02	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 03	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 04	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 05	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 06	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 07	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 08	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 09	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 10	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 11	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 12	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 13	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 14	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 15	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 16	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 17	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 18	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 19	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 20	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 21	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 22	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 05 23	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 00	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 01	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 02	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 03	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 04	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 05	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 06	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 07	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 08	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 09	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 10	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 11	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 12	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 13	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 14	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 15	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 16	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 17	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 18	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 19	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 20	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 21	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 22	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 06 23	0.29	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 07 00	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2023 01 07 01	0.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
