Timestamp,Duration,Average H,Average position x,Average position y,Hs,Tp,Number of waves,Displacement range in x,Displacement range in y,Min displacement x,Max displacement x,Min displacement y,Max displacement y,Tmax_X,Tmax_Y,U (m/s),con,JONSWAP TpX,JONSWAP TpY,JONSWAP Area
20230115170000,24.76399943033854,0.26702288,3.4414246,2.8703103,0.37244862,5.624545454545455,268,1.301775,0.781065,-0.84970856,0.45206642,-0.4255476,0.3555174,5.8161187081757335,5.8161187081757335,7.761944053003245,53.81575188381328,5.774087509014881,5.782842842979479,0.9051010644975886
20230116180000,26.355999755859376,0.68146354,3.2378569,2.836544,1.0271021,6.487,245,3.1656804,1.852071,-1.8532414,1.312439,-0.9386039,0.91346717,7.432608291503996,8.09803524407535,10.57840311225843,177.03487216934425,7.94369543897499,7.891827189183079,8.913627416607502
20230118120000,54.802001953125,0.2940021,3.8575523,5.745166,0.41450328,6.320454545454545,535,1.4430382,0.9240508,-0.88286877,0.56016946,-0.40673304,0.5173178,10.875952121871597,10.328080599328336,13.749397915405504,6.402652216433344,5.422318483936209,5.37022815040551,0.4821086339963283
20230122180001,29.33933308919271,0.26868597,7.181836,6.0590186,0.3792948,6.940722891566265,252,0.7468357,0.77215195,-0.4350009,0.3118348,-0.38401937,0.38813257,10.15752032520325,10.191180219219985,13.821440843155012,2.7712620551956353,10.395227630263307,10.342265022482003,0.4205731900499737
20230124170001,44.64666748046875,0.24762839,7.2204556,6.0678954,0.33967704,6.19,439,1.1265821,0.7341776,-0.6128607,0.51372147,-0.34982634,0.38435125,8.572041166380789,8.572041166380789,11.391028554606832,2.802895347170466,8.653225646265916,8.261331507983078,0.18184543385471963
20230125090000,44.10733235677083,0.48536587,4.496338,5.9009805,0.6975987,6.4130370370370375,410,1.3037975,1.392405,-0.6355784,0.6682191,-0.7445893,0.6478157,8.92012494422133,7.910565888405223,11.743209175647792,7.171918096308876,8.806779068369138,8.270949398266684,0.5520188623195439
20230129080001,29.699332682291665,0.3142966,7.9265275,6.137426,0.4560798,5.699591836734694,299,0.75949335,0.8734174,-0.43285656,0.3266368,-0.44485235,0.42856503,8.572041166380789,7.65460463335248,11.324986132402762,4.356339083907596,8.803072489023727,7.7232752654539345,0.2611422427563051
20230131100001,22.025333658854166,0.11017766,6.6484103,6.1482944,0.15395144,6.1068493150684935,223,0.40506315,0.556962,-0.23068857,0.17437458,-0.38335133,0.17361069,6.370299553855959,8.36226730809454,9.371447240753632,1.0111314930256055,6.387975632345176,6.286344461679228,0.029024719002408345
20230202070001,30.79000040690104,0.15446098,6.0177236,5.910127,0.2101266,5.019449541284404,331,0.5443039,0.5316458,-0.28354645,0.26075745,-0.29240465,0.23924112,7.790335151987529,7.432608291503996,9.957970357973661,1.1444579536501407,6.505522850741161,6.154156437243801,0.03850171673775951
20230205110000,28.132666015625,0.17753278,4.496786,6.121691,0.24513409,6.0086956521739125,279,0.59493685,0.5443039,-0.26893806,0.32599878,-0.24539757,0.29890633,9.469445760303174,8.09803524407535,11.916918395763684,1.1025420402747224,7.636380097443916,8.177175192597916,0.08131697640726067
20230206080000,59.957332356770834,0.24528109,4.6204743,5.8650384,0.3437385,5.823219512195123,623,0.6329112,0.75949335,-0.34199333,0.29091787,-0.32483482,0.43465853,6.546585885049942,7.308957952468007,11.249139198719755,2.5607926957276512,8.703810523591946,7.665543333519578,0.14535873334686766
20230207110001,21.892000325520833,0.65097636,14.12623,6.554905,0.9637515,6.070153846153846,199,2.9113932,2.3291135,-0.8604078,2.0509853,-1.0273733,1.3017402,8.894327030033372,8.076767676767677,12.97965910413363,7.428438395401151,9.21993448780558,8.090839279075983,0.7913912282301147
20230209160000,21.79800008138021,0.6183883,18.69902,7.1441636,0.88658917,5.763287671232876,224,1.6075935,1.886076,-0.7749691,0.83262444,-0.9697604,0.91631556,9.325868905994868,8.250103177878662,10.900823007986451,13.99922552755255,8.787344085039708,8.161735983752155,0.6804328641740232
20230210120001,59.96333414713542,0.32643014,18.367188,7.414189,0.4651579,6.623959390862945,599,1.2531643,2.5696201,-0.7089596,0.5442047,-1.9528995,0.6167207,9.411487758945386,7.3968547641073075,10.54716563506971,4.931426288049332,6.326215752024284,7.645685213648459,0.2075848814888611
