Valor nulo: -9999.9															
Fecha (GMT)	Altura Signif. del Oleaje(m)	Altura signif. de cruce por cero(m)	Periodo Medio(s)	Periodo Medio Tm02(s)	Periodo de Pico(s)	Altura Máxima del Oleaje(m)	Periodo de la Ola Maxima(s)	Canal de obtencion de los datos	Direcc. Media de Proced.(0=N,90=E)	Direccion Media en el Pico Espectral(0=N,90=E)	Dispersión angular en toda la banda resuelta(grados)	Dispersión angular en el pico de energía espectral(grados)	Canal de obtencion de los datos	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2023 02 13 04	0.26	0.25	4.7	4.5	10.0	0.44	-9999.9	3	134	-9999.9	32	-9999.9	3	13.0	3
2023 02 13 05	0.26	0.24	4.4	4.3	10.0	0.37	-9999.9	3	135	-9999.9	33	-9999.9	3	13.0	3
2023 02 13 06	0.26	0.25	4.9	4.3	9.1	0.38	-9999.9	3	135	-9999.9	32	-9999.9	3	13.0	3
2023 02 13 07	0.23	0.22	4.9	4.1	8.7	0.4	-9999.9	3	134	-9999.9	36	-9999.9	3	13.1	3
2023 02 13 08	0.23	0.22	4.8	4.4	9.5	0.38	-9999.9	3	136	-9999.9	37	-9999.9	3	13.2	3
2023 02 13 09	0.23	0.22	5.0	4.6	10.0	0.35	-9999.9	3	138	-9999.9	32	-9999.9	3	13.2	3
2023 02 13 10	0.23	0.22	4.9	4.9	8.7	0.33	-9999.9	3	135	-9999.9	35	-9999.9	3	13.3	3
2023 02 13 11	0.21	0.2	4.6	4.3	10.0	0.33	-9999.9	3	138	-9999.9	35	-9999.9	3	13.5	3
2023 02 13 12	0.21	0.21	4.7	5.0	9.1	0.29	-9999.9	3	139	-9999.9	37	-9999.9	3	13.7	3
2023 02 13 13	0.21	0.2	4.1	3.9	4.8	0.39	-9999.9	3	141	-9999.9	38	-9999.9	3	13.7	3
2023 02 13 14	0.19	0.19	4.1	2.5	4.9	0.39	-9999.9	3	141	-9999.9	39	-9999.9	3	13.7	3
2023 02 13 15	0.21	0.21	3.5	2.6	9.5	0.37	-9999.9	3	143	-9999.9	40	-9999.9	3	13.7	3
2023 02 13 16	0.24	0.23	3.3	2.7	25.0	0.41	-9999.9	3	144	-9999.9	39	-9999.9	3	13.7	3
2023 02 13 17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.7	3
2023 02 13 18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.6	3
2023 02 13 19	0.2	0.19	3.4	3.0	4.3	0.31	-9999.9	3	159	-9999.9	35	-9999.9	3	13.5	3
2023 02 13 20	0.18	0.17	3.5	3.1	4.3	0.37	-9999.9	3	157	-9999.9	36	-9999.9	3	13.4	3
2023 02 13 21	0.18	0.17	3.5	3.3	4.7	0.27	-9999.9	3	159	-9999.9	35	-9999.9	3	13.4	3
2023 02 13 22	0.19	0.18	4.0	3.6	4.8	0.28	-9999.9	3	150	-9999.9	37	-9999.9	3	13.4	3
2023 02 13 23	0.18	0.17	4.0	3.8	5.1	0.28	-9999.9	3	150	-9999.9	40	-9999.9	3	13.3	3
2023 02 14 00	0.18	0.17	3.9	3.8	4.3	0.28	-9999.9	3	150	-9999.9	39	-9999.9	3	13.1	3
2023 02 14 01	0.18	0.18	4.2	3.5	4.9	0.32	-9999.9	3	157	-9999.9	35	-9999.9	3	13.1	3
2023 02 14 02	0.19	0.18	4.4	3.9	4.4	0.32	-9999.9	3	156	-9999.9	34	-9999.9	3	13.1	3
2023 02 14 03	0.19	0.19	4.4	4.1	5.3	0.32	-9999.9	3	158	-9999.9	33	-9999.9	3	13.1	3
2023 02 14 04	0.21	0.21	4.4	3.4	5.3	0.36	-9999.9	3	160	-9999.9	31	-9999.9	3	13.1	3
2023 02 14 05	0.21	0.2	4.4	4.0	5.4	0.37	-9999.9	3	158	-9999.9	30	-9999.9	3	13.1	3
2023 02 14 06	0.21	0.21	4.1	3.7	5.3	0.36	-9999.9	3	156	-9999.9	30	-9999.9	3	13.2	3
2023 02 14 07	0.19	0.19	4.0	3.2	5.1	0.38	-9999.9	3	157	-9999.9	34	-9999.9	3	13.1	3
2023 02 14 08	0.2	0.2	4.3	3.7	5.6	0.34	-9999.9	3	158	-9999.9	32	-9999.9	3	13.2	3
2023 02 14 09	0.21	0.2	4.0	3.8	4.8	0.34	-9999.9	3	157	-9999.9	30	-9999.9	3	13.3	3
2023 02 14 10	0.21	0.21	4.2	4.0	5.0	0.41	-9999.9	3	158	-9999.9	32	-9999.9	3	13.4	3
2023 02 14 11	0.2	0.2	4.0	3.9	4.9	0.33	-9999.9	3	158	-9999.9	33	-9999.9	3	13.5	3
2023 02 14 12	0.2	0.2	4.1	4.1	5.3	0.28	-9999.9	3	157	-9999.9	34	-9999.9	3	13.6	3
2023 02 14 13	0.2	0.2	3.7	3.9	5.3	0.33	-9999.9	3	156	-9999.9	37	-9999.9	3	13.7	3
2023 02 14 14	0.19	0.18	4.0	4.0	4.7	0.37	-9999.9	3	161	-9999.9	34	-9999.9	3	13.6	3
2023 02 14 15	0.2	0.19	3.6	3.4	4.9	0.33	-9999.9	3	155	-9999.9	35	-9999.9	3	13.7	3
2023 02 14 16	0.22	0.22	3.6	3.5	4.7	0.43	-9999.9	3	154	-9999.9	28	-9999.9	3	13.7	3
2023 02 14 17	0.2	0.19	3.8	3.7	4.3	0.33	-9999.9	3	161	-9999.9	34	-9999.9	3	13.6	3
2023 02 14 18	0.2	0.19	4.1	3.8	4.7	0.34	-9999.9	3	163	-9999.9	32	-9999.9	3	13.5	3
2023 02 14 19	0.19	0.19	4.1	2.7	4.7	0.37	-9999.9	3	161	-9999.9	32	-9999.9	3	13.5	3
2023 02 14 20	0.25	0.23	3.0	2.6	4.1	0.44	-9999.9	3	171	-9999.9	32	-9999.9	3	13.4	3
2023 02 14 21	0.28	0.26	3.2	3.0	6.2	0.49	-9999.9	3	167	-9999.9	29	-9999.9	3	13.4	3
2023 02 14 22	0.3	0.28	3.3	3.2	4.9	0.47	-9999.9	3	170	-9999.9	29	-9999.9	3	13.4	3
2023 02 14 23	0.34	0.32	3.5	3.4	4.9	0.55	-9999.9	3	170	-9999.9	30	-9999.9	3	13.3	3
2023 02 15 00	0.36	0.34	3.8	3.8	5.7	0.58	-9999.9	3	169	-9999.9	28	-9999.9	3	13.2	3
2023 02 15 01	0.33	0.32	4.1	4.2	6.1	0.61	-9999.9	3	166	-9999.9	30	-9999.9	3	13.2	3
2023 02 15 02	0.36	0.35	4.5	4.4	6.2	0.55	-9999.9	3	162	-9999.9	27	-9999.9	3	13.2	3
2023 02 15 03	0.35	0.34	4.4	4.6	5.9	0.61	-9999.9	3	162	-9999.9	28	-9999.9	3	13.2	3
2023 02 15 04	0.36	0.36	4.8	4.5	6.1	0.55	-9999.9	3	161	-9999.9	26	-9999.9	3	13.2	3
2023 02 15 05	0.38	0.38	4.9	4.9	5.9	0.63	-9999.9	3	159	-9999.9	28	-9999.9	3	13.2	3
2023 02 15 06	0.41	0.4	5.0	4.7	6.1	0.8	-9999.9	3	158	-9999.9	22	-9999.9	3	13.2	3
2023 02 15 07	0.37	0.36	4.9	4.6	6.1	0.59	-9999.9	3	161	-9999.9	27	-9999.9	3	13.2	3
2023 02 15 08	0.39	0.38	4.9	4.7	5.6	0.64	-9999.9	3	160	-9999.9	24	-9999.9	3	13.2	3
2023 02 15 09	0.34	0.33	4.6	4.6	5.6	0.55	-9999.9	3	159	-9999.9	30	-9999.9	3	13.3	3
2023 02 15 10	0.34	0.33	4.6	4.7	5.9	0.61	-9999.9	3	156	-9999.9	30	-9999.9	3	13.3	3
2023 02 15 11	0.36	0.35	4.6	4.7	5.4	0.55	-9999.9	3	158	-9999.9	30	-9999.9	3	13.5	3
2023 02 15 12	0.36	0.36	4.5	4.3	5.4	0.66	-9999.9	3	157	-9999.9	27	-9999.9	3	13.5	3
2023 02 15 13	0.35	0.35	4.5	3.7	5.3	0.6	-9999.9	3	159	-9999.9	30	-9999.9	3	13.5	3
2023 02 15 14	0.35	0.35	4.4	3.8	5.4	0.61	-9999.9	3	158	-9999.9	30	-9999.9	3	13.6	3
2023 02 15 15	0.36	0.36	4.2	3.8	5.3	0.67	-9999.9	3	158	-9999.9	32	-9999.9	3	13.6	3
2023 02 15 16	0.38	0.37	4.0	3.5	5.7	0.62	-9999.9	3	154	-9999.9	32	-9999.9	3	13.6	3
2023 02 15 17	0.34	0.34	4.3	3.8	5.9	0.64	-9999.9	3	157	-9999.9	31	-9999.9	3	13.6	3
2023 02 15 18	0.36	0.36	4.2	4.1	5.6	0.62	-9999.9	3	159	-9999.9	30	-9999.9	3	13.5	3
2023 02 15 19	0.36	0.36	4.4	4.3	6.1	0.68	-9999.9	3	159	-9999.9	30	-9999.9	3	13.6	3
2023 02 15 20	0.32	0.31	4.1	4.1	5.6	0.52	-9999.9	3	158	-9999.9	33	-9999.9	3	13.5	3
2023 02 15 21	0.32	0.31	4.3	4.3	4.9	0.51	-9999.9	3	159	-9999.9	30	-9999.9	3	13.5	3
2023 02 15 22	0.3	0.3	4.4	4.3	5.4	0.49	-9999.9	3	156	-9999.9	30	-9999.9	3	13.5	3
2023 02 15 23	0.31	0.31	4.4	4.3	5.6	0.55	-9999.9	3	148	-9999.9	32	-9999.9	3	13.4	3
2023 02 16 00	0.29	0.28	4.5	4.3	5.7	0.43	-9999.9	3	148	-9999.9	34	-9999.9	3	13.4	3
2023 02 16 01	0.27	0.27	4.4	4.3	5.7	0.46	-9999.9	3	156	-9999.9	33	-9999.9	3	13.3	3
2023 02 16 02	0.25	0.24	4.3	4.2	5.3	0.39	-9999.9	3	156	-9999.9	33	-9999.9	3	13.3	3
2023 02 16 03	0.25	0.25	3.9	3.9	5.3	0.43	-9999.9	3	149	-9999.9	34	-9999.9	3	13.3	3
2023 02 16 04	0.24	0.24	4.3	3.9	4.9	0.38	-9999.9	3	152	-9999.9	32	-9999.9	3	13.3	3
2023 02 16 05	0.24	0.24	4.1	3.6	4.9	0.42	-9999.9	3	152	-9999.9	32	-9999.9	3	13.3	3
2023 02 16 06	0.24	0.24	4.0	3.8	5.1	0.41	-9999.9	3	150	-9999.9	35	-9999.9	3	13.3	3
2023 02 16 07	0.24	0.23	4.1	3.9	5.1	0.38	-9999.9	3	148	-9999.9	33	-9999.9	3	13.2	3
2023 02 16 08	0.24	0.23	4.2	4.0	5.0	0.42	-9999.9	3	148	-9999.9	32	-9999.9	3	13.3	3
2023 02 16 09	0.28	0.27	4.5	4.5	6.5	0.44	-9999.9	3	145	-9999.9	30	-9999.9	3	13.3	3
2023 02 16 10	0.27	0.27	4.5	4.7	6.1	0.49	-9999.9	3	149	-9999.9	29	-9999.9	3	13.2	3
2023 02 16 11	0.27	0.26	4.3	4.3	6.1	0.42	-9999.9	3	151	-9999.9	34	-9999.9	3	13.2	3
2023 02 16 12	0.3	0.29	4.4	4.1	6.1	0.5	-9999.9	3	152	-9999.9	33	-9999.9	3	13.3	3
2023 02 16 13	0.28	0.27	4.2	4.2	5.9	0.41	-9999.9	3	145	-9999.9	34	-9999.9	3	13.4	3
2023 02 16 14	0.27	0.27	4.2	3.9	5.6	0.53	-9999.9	3	144	-9999.9	34	-9999.9	3	13.5	3
2023 02 16 15	0.3	0.29	3.7	3.0	5.6	0.53	-9999.9	3	145	-9999.9	32	-9999.9	3	13.5	3
2023 02 16 16	0.3	0.29	3.3	3.1	5.4	0.54	-9999.9	3	142	-9999.9	31	-9999.9	3	13.5	3
2023 02 16 17	0.27	0.27	3.7	3.3	5.4	0.46	-9999.9	3	147	-9999.9	35	-9999.9	3	13.5	3
2023 02 16 18	0.25	0.24	3.6	3.3	5.3	0.4	-9999.9	3	141	-9999.9	33	-9999.9	3	13.4	3
2023 02 16 19	0.22	0.21	3.9	3.7	5.3	0.33	-9999.9	3	145	-9999.9	34	-9999.9	3	13.3	3
2023 02 16 20	0.21	0.2	4.0	3.8	5.0	0.37	-9999.9	3	138	-9999.9	36	-9999.9	3	13.3	3
2023 02 16 21	0.19	0.19	3.9	3.9	4.9	0.39	-9999.9	3	139	-9999.9	38	-9999.9	3	13.3	3
2023 02 16 22	0.2	0.19	3.9	3.7	4.9	0.32	-9999.9	3	140	-9999.9	33	-9999.9	3	13.2	3
2023 02 16 23	0.17	0.17	4.0	3.9	4.9	0.31	-9999.9	3	139	-9999.9	35	-9999.9	3	13.3	3
2023 02 17 00	0.18	0.17	4.1	3.9	4.7	0.27	-9999.9	3	135	-9999.9	35	-9999.9	3	13.2	3
2023 02 17 01	0.17	0.17	4.0	3.9	4.5	0.27	-9999.9	3	137	-9999.9	37	-9999.9	3	13.2	3
2023 02 17 02	0.17	0.17	3.9	3.6	4.4	0.26	-9999.9	3	137	-9999.9	35	-9999.9	3	13.2	3
2023 02 17 03	0.16	0.16	3.9	3.8	4.5	0.25	-9999.9	3	135	-9999.9	38	-9999.9	3	13.2	3
2023 02 17 04	0.15	0.14	3.9	3.7	4.3	0.23	-9999.9	3	140	-9999.9	44	-9999.9	3	13.2	3
2023 02 17 05	0.15	0.14	3.8	3.7	4.1	0.22	-9999.9	3	137	-9999.9	43	-9999.9	3	13.3	3
2023 02 17 06	0.14	0.14	3.7	3.5	4.3	0.23	-9999.9	3	133	-9999.9	42	-9999.9	3	13.2	3
2023 02 17 07	0.14	0.14	3.7	3.5	4.3	0.21	-9999.9	3	139	-9999.9	42	-9999.9	3	13.2	3
2023 02 17 08	0.15	0.15	3.6	3.5	4.7	0.24	-9999.9	3	138	-9999.9	43	-9999.9	3	13.2	3
2023 02 17 09	0.14	0.14	3.7	3.4	6.1	0.24	-9999.9	3	142	-9999.9	42	-9999.9	3	13.2	3
2023 02 17 10	0.15	0.15	3.5	3.5	6.1	0.26	-9999.9	3	132	-9999.9	41	-9999.9	3	13.3	3
2023 02 17 11	0.14	0.14	3.3	2.7	4.1	0.24	-9999.9	3	124	-9999.9	50	-9999.9	3	13.4	3
2023 02 17 12	0.14	0.14	3.4	2.6	4.8	0.24	-9999.9	3	136	-9999.9	43	-9999.9	3	13.5	3
2023 02 17 13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.5	3
2023 02 17 14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.6	3
2023 02 17 15	0.24	0.24	2.3	2.1	1.9	0.4	-9999.9	3	148	-9999.9	41	-9999.9	3	13.6	3
2023 02 17 16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.7	3
2023 02 17 17	0.26	0.26	2.4	2.3	2.4	0.44	-9999.9	3	177	-9999.9	37	-9999.9	3	13.6	3
2023 02 17 18	0.22	0.22	2.4	2.3	2.3	0.37	-9999.9	3	169	-9999.9	47	-9999.9	3	13.6	3
2023 02 17 19	0.2	0.19	2.5	2.3	2.7	0.39	-9999.9	3	173	-9999.9	40	-9999.9	3	13.6	3
2023 02 17 20	0.21	0.2	2.5	2.5	2.6	0.39	-9999.9	3	175	-9999.9	38	-9999.9	3	13.5	3
2023 02 17 21	0.18	0.18	2.5	2.4	2.6	0.29	-9999.9	3	170	-9999.9	39	-9999.9	3	13.4	3
2023 02 17 22	0.16	0.15	2.7	2.6	4.1	0.26	-9999.9	3	162	-9999.9	35	-9999.9	3	13.2	3
2023 02 17 23	0.16	0.15	2.9	2.8	4.9	0.24	-9999.9	3	154	-9999.9	38	-9999.9	3	13.3	3
2023 02 18 00	0.16	0.15	2.9	2.8	4.7	0.25	-9999.9	3	160	-9999.9	43	-9999.9	3	13.3	3
2023 02 18 01	0.16	0.15	3.2	3.1	4.2	0.24	-9999.9	3	157	-9999.9	41	-9999.9	3	13.3	3
2023 02 18 02	0.15	0.15	3.1	3.0	4.2	0.26	-9999.9	3	156	-9999.9	42	-9999.9	3	13.3	3
2023 02 18 03	0.15	0.15	3.2	3.1	4.4	0.27	-9999.9	3	158	-9999.9	42	-9999.9	3	13.3	3
2023 02 18 04	0.15	0.14	3.2	3.2	4.5	0.23	-9999.9	3	156	-9999.9	42	-9999.9	3	13.3	3
2023 02 18 05	0.15	0.14	3.2	3.3	4.3	0.24	-9999.9	3	152	-9999.9	44	-9999.9	3	13.3	3
2023 02 18 06	0.14	0.13	3.2	3.1	4.4	0.25	-9999.9	3	161	-9999.9	42	-9999.9	3	13.2	3
2023 02 18 07	0.13	0.13	3.2	3.1	4.2	0.24	-9999.9	3	151	-9999.9	46	-9999.9	3	13.1	3
2023 02 18 08	0.13	0.12	3.3	3.1	4.7	0.21	-9999.9	3	158	-9999.9	43	-9999.9	3	13.1	3
2023 02 18 09	0.13	0.12	3.1	3.1	4.3	0.22	-9999.9	3	160	-9999.9	42	-9999.9	3	13.1	3
2023 02 18 10	0.12	0.12	3.0	3.0	4.1	0.18	-9999.9	3	162	-9999.9	40	-9999.9	3	13.2	3
2023 02 18 11	0.12	0.11	3.0	2.8	4.2	0.2	-9999.9	3	162	-9999.9	42	-9999.9	3	13.4	3
2023 02 18 12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.4	3
2023 02 18 13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.5	3
2023 02 18 14	0.21	0.21	2.3	2.2	25.0	0.35	-9999.9	3	173	-9999.9	34	-9999.9	3	13.6	3
2023 02 18 15	0.29	0.29	2.4	2.3	25.0	0.54	-9999.9	3	186	-9999.9	34	-9999.9	3	13.4	3
2023 02 18 16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.3	3
2023 02 18 17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.3	3
2023 02 18 18	0.38	0.37	2.6	2.6	2.8	0.61	-9999.9	3	186	-9999.9	34	-9999.9	3	13.2	3
2023 02 18 19	0.37	0.36	2.8	2.7	2.8	0.56	-9999.9	3	189	-9999.9	36	-9999.9	3	13.2	3
2023 02 18 20	0.34	0.33	2.7	2.7	3.2	0.52	-9999.9	3	188	-9999.9	32	-9999.9	3	13.2	3
2023 02 18 21	0.32	0.31	2.8	2.8	3.0	0.56	-9999.9	3	186	-9999.9	31	-9999.9	3	13.2	3
2023 02 18 22	0.31	0.3	2.9	2.7	3.3	0.52	-9999.9	3	181	-9999.9	34	-9999.9	3	13.3	3
2023 02 18 23	0.31	0.3	3.1	3.0	3.3	0.51	-9999.9	3	180	-9999.9	30	-9999.9	3	13.2	3
2023 02 19 00	0.3	0.28	3.1	3.0	3.4	0.47	-9999.9	3	179	-9999.9	33	-9999.9	3	13.1	3
2023 02 19 01	0.28	0.27	3.1	3.1	3.2	0.63	-9999.9	3	177	-9999.9	34	-9999.9	3	13.2	3
2023 02 19 02	0.25	0.24	3.2	3.2	3.3	0.41	-9999.9	3	172	-9999.9	36	-9999.9	3	13.2	3
2023 02 19 03	0.25	0.24	3.3	3.4	4.5	0.39	-9999.9	3	169	-9999.9	36	-9999.9	3	13.2	3
2023 02 19 04	0.24	0.23	3.3	3.4	4.4	0.41	-9999.9	3	175	-9999.9	36	-9999.9	3	13.2	3
2023 02 19 05	0.24	0.23	3.4	3.4	3.4	0.35	-9999.9	3	169	-9999.9	37	-9999.9	3	13.2	3
2023 02 19 06	0.24	0.23	3.3	3.5	4.8	0.4	-9999.9	3	162	-9999.9	37	-9999.9	3	13.1	3
2023 02 19 07	0.23	0.22	3.6	3.5	4.7	0.39	-9999.9	3	168	-9999.9	35	-9999.9	3	13.1	3
2023 02 19 08	0.24	0.23	3.7	3.7	5.4	0.36	-9999.9	3	168	-9999.9	31	-9999.9	3	13.1	3
2023 02 19 09	0.26	0.25	3.8	3.7	5.1	0.38	-9999.9	3	165	-9999.9	34	-9999.9	3	13.0	3
2023 02 19 10	0.27	0.26	3.8	3.8	5.3	0.39	-9999.9	3	166	-9999.9	31	-9999.9	3	13.2	3
2023 02 19 11	0.26	0.25	3.8	3.8	5.6	0.37	-9999.9	3	164	-9999.9	32	-9999.9	3	13.2	3
2023 02 19 12	0.25	0.25	3.5	3.4	4.8	0.43	-9999.9	3	155	-9999.9	36	-9999.9	3	13.5	3
2023 02 19 13	0.23	0.22	3.5	3.3	5.0	0.38	-9999.9	3	165	-9999.9	34	-9999.9	3	13.6	3
2023 02 19 14	0.22	0.22	3.4	2.9	4.8	0.35	-9999.9	3	163	-9999.9	35	-9999.9	3	13.7	3
2023 02 19 15	0.22	0.22	3.5	2.9	4.4	0.36	-9999.9	3	159	-9999.9	34	-9999.9	3	13.6	3
2023 02 19 16	0.21	0.21	3.2	3.0	4.7	0.4	-9999.9	3	166	-9999.9	36	-9999.9	3	13.6	3
2023 02 19 17	0.2	0.2	2.9	2.7	5.1	0.35	-9999.9	3	174	-9999.9	37	-9999.9	3	13.5	3
2023 02 19 18	0.25	0.24	2.9	2.8	4.7	0.41	-9999.9	3	175	-9999.9	34	-9999.9	3	13.3	3
2023 02 19 19	0.25	0.23	3.0	2.9	5.1	0.39	-9999.9	3	177	-9999.9	36	-9999.9	3	13.4	3
2023 02 19 20	0.25	0.24	2.9	2.8	4.8	0.38	-9999.9	3	173	-9999.9	40	-9999.9	3	13.3	3
2023 02 19 21	0.22	0.21	2.9	2.9	4.9	0.31	-9999.9	3	178	-9999.9	38	-9999.9	3	13.3	3
2023 02 19 22	0.22	0.21	3.1	3.0	5.0	0.37	-9999.9	3	170	-9999.9	35	-9999.9	3	13.3	3
2023 02 19 23	0.21	0.2	3.2	3.0	4.9	0.32	-9999.9	3	170	-9999.9	34	-9999.9	3	13.3	3
2023 02 20 00	0.2	0.19	3.3	3.1	4.9	0.32	-9999.9	3	167	-9999.9	35	-9999.9	3	13.4	3
2023 02 20 01	0.21	0.2	3.3	3.1	4.8	0.37	-9999.9	3	163	-9999.9	34	-9999.9	3	13.3	3
2023 02 20 02	0.19	0.19	3.6	3.6	4.8	0.29	-9999.9	3	168	-9999.9	30	-9999.9	3	13.3	3
2023 02 20 03	0.19	0.19	3.8	3.7	4.8	0.32	-9999.9	3	163	-9999.9	31	-9999.9	3	13.3	3
2023 02 20 04	0.2	0.2	3.8	3.9	5.0	0.31	-9999.9	3	160	-9999.9	33	-9999.9	3	13.3	3
2023 02 20 05	0.2	0.19	3.8	3.9	4.4	0.32	-9999.9	3	162	-9999.9	34	-9999.9	3	13.2	3
2023 02 20 06	0.21	0.21	3.8	3.9	4.5	0.34	-9999.9	3	162	-9999.9	35	-9999.9	3	13.2	3
2023 02 20 07	0.2	0.19	3.5	3.4	5.3	0.35	-9999.9	3	158	-9999.9	34	-9999.9	3	13.2	3
2023 02 20 08	0.22	0.22	3.7	3.6	4.8	0.47	-9999.9	3	149	-9999.9	41	-9999.9	3	13.2	3
2023 02 20 09	0.2	0.2	3.9	3.8	4.9	0.34	-9999.9	3	161	-9999.9	32	-9999.9	3	13.0	3
2023 02 20 10	0.19	0.19	3.8	3.5	5.1	0.28	-9999.9	3	160	-9999.9	34	-9999.9	3	13.2	3
2023 02 20 11	0.18	0.18	3.8	3.0	4.9	0.3	-9999.9	3	155	-9999.9	35	-9999.9	3	13.3	3
2023 02 20 12	0.2	0.2	2.9	2.5	4.9	0.32	-9999.9	3	171	-9999.9	35	-9999.9	3	13.4	3
2023 02 20 13	0.19	0.19	3.3	2.7	4.5	0.31	-9999.9	3	164	-9999.9	32	-9999.9	3	13.6	3
2023 02 20 14	0.17	0.17	2.7	2.4	5.1	0.36	-9999.9	3	165	-9999.9	36	-9999.9	3	13.7	3
2023 02 20 15	0.2	0.2	2.6	2.5	4.8	0.34	-9999.9	3	154	-9999.9	39	-9999.9	3	13.8	3
2023 02 20 16	0.22	0.22	2.9	2.6	4.9	0.39	-9999.9	3	142	-9999.9	35	-9999.9	3	13.8	3
2023 02 20 17	0.18	0.18	3.2	2.6	4.7	0.29	-9999.9	3	157	-9999.9	36	-9999.9	3	13.8	3
2023 02 20 18	0.18	0.18	3.4	2.9	4.8	0.4	-9999.9	3	154	-9999.9	32	-9999.9	3	13.7	3
2023 02 20 19	0.17	0.17	3.1	2.9	4.4	0.31	-9999.9	3	150	-9999.9	36	-9999.9	3	13.6	3
2023 02 20 20	0.19	0.18	3.2	3.0	4.5	0.35	-9999.9	3	152	-9999.9	32	-9999.9	3	13.6	3
2023 02 20 21	0.2	0.19	3.3	3.2	4.3	0.31	-9999.9	3	143	-9999.9	32	-9999.9	3	13.5	3
2023 02 20 22	0.19	0.19	3.2	3.1	4.5	0.36	-9999.9	3	141	-9999.9	34	-9999.9	3	13.5	3
2023 02 20 23	0.2	0.2	3.4	3.3	4.4	0.43	-9999.9	3	138	-9999.9	32	-9999.9	3	13.5	3
2023 02 21 00	0.19	0.19	3.5	3.3	5.4	0.33	-9999.9	3	132	-9999.9	33	-9999.9	3	13.5	3
2023 02 21 01	0.17	0.17	3.5	3.4	4.3	0.25	-9999.9	3	135	-9999.9	36	-9999.9	3	13.5	3
2023 02 21 02	0.17	0.17	3.5	3.3	4.5	0.33	-9999.9	3	125	-9999.9	36	-9999.9	3	13.4	3
2023 02 21 03	0.16	0.16	3.5	3.5	4.7	0.24	-9999.9	3	129	-9999.9	38	-9999.9	3	13.4	3
2023 02 21 04	0.16	0.16	3.4	3.4	4.8	0.24	-9999.9	3	125	-9999.9	40	-9999.9	3	13.3	3
2023 02 21 05	0.17	0.16	3.5	3.4	5.4	0.26	-9999.9	3	122	-9999.9	38	-9999.9	3	13.2	3
2023 02 21 06	0.16	0.15	3.5	3.4	4.3	0.25	-9999.9	3	124	-9999.9	44	-9999.9	3	13.1	3
2023 02 21 07	0.16	0.16	3.6	3.5	4.5	0.29	-9999.9	3	129	-9999.9	43	-9999.9	3	13.2	3
2023 02 21 08	0.17	0.17	3.4	3.4	4.5	0.28	-9999.9	3	120	-9999.9	41	-9999.9	3	13.1	3
2023 02 21 09	0.17	0.16	3.6	3.5	4.3	0.26	-9999.9	3	119	-9999.9	43	-9999.9	3	13.2	3
2023 02 21 10	0.17	0.16	3.6	3.4	4.4	0.29	-9999.9	3	127	-9999.9	44	-9999.9	3	13.3	3
2023 02 21 11	0.2	0.19	3.9	3.8	5.7	0.32	-9999.9	3	123	-9999.9	38	-9999.9	3	13.5	3
2023 02 21 12	0.18	0.18	3.8	2.9	4.4	0.34	-9999.9	3	135	-9999.9	41	-9999.9	3	13.5	3
2023 02 21 13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.6	3
2023 02 21 14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.5	3
2023 02 21 15	0.23	0.23	3.1	2.8	4.8	0.35	-9999.9	3	157	-9999.9	36	-9999.9	3	13.5	3
2023 02 21 16	0.24	0.24	3.0	2.8	4.4	0.39	-9999.9	3	146	-9999.9	35	-9999.9	3	13.4	3
2023 02 21 17	0.22	0.21	3.6	3.0	4.5	0.36	-9999.9	3	155	-9999.9	32	-9999.9	3	13.4	3
2023 02 21 18	0.22	0.22	3.4	2.8	4.9	0.41	-9999.9	3	155	-9999.9	35	-9999.9	3	13.4	3
