Valor nulo: -9999.9														
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)	Velocidad del viento(m/s)	Direc. de proced. del Viento(0=N,90=E)
2023 01 11 01	0.37	3.03	3.5	184	0.0	180	0.32	2.76	185	0.32	10.43	193	1.84	312
2023 01 11 02	0.35	3.02	3.5	183	0.0	180	0.28	2.66	184	0.28	8.35	194	1.93	313
2023 01 11 03	0.33	2.99	3.5	182	0.0	180	0.28	2.69	182	0.28	8.6	194	2.43	289
2023 01 11 04	0.32	2.96	3.86	182	0.0	180	0.27	2.67	182	0.27	8.72	194	1.86	319
2023 01 11 05	0.3	2.96	3.5	183	0.0	180	0.25	2.67	183	0.25	8.78	194	1.87	307
2023 01 11 06	0.28	2.96	3.5	184	0.0	180	0.23	2.68	185	0.23	8.85	194	0.91	321
2023 01 11 07	0.26	2.95	3.5	186	0.0	180	0.22	2.67	188	0.22	9.05	193	1.43	297
2023 01 11 08	0.26	2.68	3.5	191	0.09	237	0.2	2.89	188	0.2	8.52	194	5.34	264
2023 01 11 09	0.27	2.46	3.5	200	0.09	251	0.22	2.54	200	0.22	9.46	194	3.91	269
2023 01 11 10	0.27	2.65	3.19	202	0.0	180	0.13	2.99	180	0.13	5.52	193	1.48	273
2023 01 11 11	0.26	2.73	3.5	203	0.0	180	0.12	4.9	194	0.12	3.46	181	0.99	79
2023 01 11 12	0.27	2.76	4.24	204	0.0	180	0.2	3.41	201	0.1	3.5	179	2.15	120
2023 01 11 13	0.33	2.3	4.24	216	0.22	249	0.22	3.81	193	0.09	2.28	215	9.53	293
2023 01 11 14	0.37	2.23	3.19	226	0.25	262	0.21	3.95	192	0.16	2.55	223	7.13	293
2023 01 11 15	0.32	2.35	4.24	220	0.15	284	0.2	3.99	192	0.17	2.38	235	4.74	301
2023 01 11 16	0.27	2.69	4.24	208	0.0	180	0.21	4.06	192	0.13	2.39	235	2.82	77
2023 01 11 17	0.26	3.09	4.67	205	0.0	180	0.21	4.13	192	0.15	2.31	242	1.98	131
2023 01 11 18	0.28	3.25	4.24	210	0.0	180	0.21	4.27	192	0.14	2.82	231	2.51	294
2023 01 11 19	0.3	3.34	4.24	218	0.02	262	0.15	3.93	190	0.15	6.56	197	3.2	268
2023 01 11 20	0.28	3.26	4.24	222	0.0	180	0.21	2.84	242	0.21	5.83	194	2.57	299
2023 01 11 21	0.23	3.19	4.67	223	0.0	180	0.14	4.75	195	0.1	4.21	241	2.66	326
2023 01 11 22	0.24	3.12	4.67	231	0.06	271	0.19	3.15	243	0.19	7.94	197	5.6	305
2023 01 11 23	0.25	2.57	4.24	240	0.14	263	0.18	3.21	241	0.09	5.0	197	7.3	305
2023 01 12 00	0.25	2.48	3.5	242	0.07	306	0.22	2.68	246	0.06	5.12	197	4.45	322
2023 01 12 01	0.22	2.8	4.24	241	0.04	300	0.19	2.88	245	0.06	4.91	230	3.69	305
2023 01 12 02	0.21	3.03	4.24	240	0.02	314	0.18	3.01	243	0.06	8.25	73	3.65	317
2023 01 12 03	0.23	3.27	3.5	237	0.01	314	0.19	3.01	244	0.19	13.91	73	3.5	316
2023 01 12 04	0.25	3.45	8.27	228	0.01	330	0.19	3.01	244	0.19	9.68	73	3.31	330
2023 01 12 05	0.23	3.46	6.83	221	0.0	180	0.15	3.13	239	0.15	7.03	74	2.41	348
2023 01 12 06	0.22	3.37	4.24	219	0.0	180	0.14	3.11	239	0.11	5.56	76	1.34	301
2023 01 12 07	0.22	3.2	4.24	158	0.03	289	0.1	4.1	241	0.07	8.98	74	4.0	297
2023 01 12 08	0.25	3.15	3.5	105	0.0	180	0.13	2.93	240	0.13	13.2	74	2.79	10
2023 01 12 09	0.27	3.26	9.1	101	0.0	180	0.15	2.72	83	0.15	13.52	74	1.76	72
2023 01 12 10	0.28	3.33	8.27	94	0.0	180	0.13	5.2	82	0.13	10.75	74	1.37	54
2023 01 12 11	0.27	3.41	8.27	88	0.0	180	0.21	3.47	81	0.21	17.46	75	0.75	126
2023 01 12 12	0.28	3.1	5.65	91	0.11	254	0.22	3.75	81	0.08	8.27	75	5.47	280
2023 01 12 13	0.32	2.7	5.13	119	0.17	247	0.22	3.88	81	0.05	8.74	76	4.37	252
2023 01 12 14	0.36	2.5	5.13	172	0.26	236	0.22	3.96	81	0.05	5.79	188	6.8	218
2023 01 12 15	0.36	2.5	5.13	183	0.27	231	0.21	3.96	82	0.05	5.78	188	5.78	224
2023 01 12 16	0.36	2.47	2.63	193	0.27	232	0.2	3.91	83	0.06	5.79	188	5.82	244
2023 01 12 17	0.46	2.45	2.9	210	0.41	223	0.19	3.84	83	0.07	5.48	189	7.76	231
2023 01 12 18	0.57	2.55	3.19	208	0.53	215	0.15	4.28	86	0.15	7.03	169	7.43	227
2023 01 12 19	0.61	2.68	3.5	206	0.53	216	0.21	3.89	181	0.12	4.35	169	7.04	234
2023 01 12 20	0.58	2.94	3.86	201	0.04	272	0.52	2.83	208	0.2	4.43	175	3.18	285
2023 01 12 21	0.56	3.15	3.86	199	0.0	180	0.55	3.12	201	0.04	6.55	194	1.89	347
2023 01 12 22	0.54	3.29	4.24	198	0.0	180	0.53	3.27	200	0.08	4.29	84	2.34	341
2023 01 12 23	0.52	3.37	4.24	198	0.0	180	0.52	3.36	199	0.06	4.26	84	2.35	339
2023 01 13 00	0.51	3.41	4.24	198	0.0	180	0.51	3.4	199	0.05	4.21	83	2.33	340
2023 01 13 01	0.5	3.4	4.24	198	0.0	180	0.5	3.39	199	0.05	4.24	82	2.63	334
2023 01 13 02	0.48	3.36	4.24	198	0.0	180	0.47	3.35	199	0.04	4.22	82	2.43	323
2023 01 13 03	0.43	3.31	4.24	197	0.01	310	0.43	3.32	198	0.03	4.22	81	3.16	308
2023 01 13 04	0.42	2.91	4.24	199	0.2	226	0.37	3.6	193	0.03	4.26	80	7.66	263
2023 01 13 05	0.46	2.62	4.24	204	0.32	224	0.34	3.77	190	0.02	3.86	79	7.27	251
2023 01 13 06	0.45	2.91	4.24	202	0.17	240	0.41	3.52	197	0.01	2.63	269	4.19	245
2023 01 13 07	0.43	3.15	4.67	200	0.13	230	0.41	3.76	198	0.01	2.17	269	3.91	233
2023 01 13 08	0.41	3.36	4.67	200	0.09	240	0.4	3.82	198	0.01	3.68	75	3.76	249
2023 01 13 09	0.4	3.61	4.67	200	0.01	40	0.37	4.26	194	0.14	2.25	241	3.08	40
2023 01 13 10	0.38	3.87	5.13	198	0.0	180	0.34	4.37	195	0.1	6.32	178	1.77	111
2023 01 13 11	0.35	4.0	4.67	196	0.02	132	0.31	4.62	194	0.1	6.31	179	3.63	133
2023 01 13 12	0.33	3.94	4.67	195	0.03	123	0.28	4.55	195	0.14	6.04	181	4.57	121
2023 01 13 13	0.31	3.8	4.67	194	0.04	140	0.26	4.52	194	0.13	6.04	181	4.41	142
2023 01 13 14	0.29	3.79	4.67	192	0.0	180	0.24	4.49	193	0.12	6.04	181	2.26	163
2023 01 13 15	0.27	3.81	4.67	191	0.0	180	0.23	4.47	192	0.11	6.02	181	1.91	150
2023 01 13 16	0.26	3.78	4.67	191	0.0	180	0.21	4.45	191	0.1	5.99	181	0.97	178
2023 01 13 17	0.24	3.74	4.67	191	0.0	180	0.2	4.48	193	0.08	5.95	181	1.04	188
2023 01 13 18	0.24	3.72	4.67	191	0.0	180	0.2	4.49	193	0.07	5.93	182	1.69	225
2023 01 13 19	0.24	3.73	4.67	191	0.0	180	0.21	4.58	192	0.05	4.21	161	2.39	263
2023 01 13 20	0.24	3.76	4.67	191	0.0	180	0.22	4.51	192	0.05	4.22	161	1.57	300
2023 01 13 21	0.24	3.77	4.67	191	0.0	180	0.22	4.44	192	0.05	4.17	161	1.73	16
2023 01 13 22	0.24	3.76	4.67	191	0.01	335	0.22	4.37	193	0.05	4.1	161	3.06	337
2023 01 13 23	0.23	3.73	4.67	192	0.01	325	0.22	4.3	193	0.04	4.0	160	3.05	326
2023 01 14 00	0.23	3.68	4.67	192	0.0	180	0.22	3.71	193	0.04	3.87	160	2.95	5
2023 01 14 01	0.22	3.62	4.24	192	0.01	342	0.2	4.14	194	0.04	3.76	159	3.32	340
2023 01 14 02	0.21	3.54	4.24	193	0.0	340	0.15	3.57	195	0.15	5.7	193	3.0	337
2023 01 14 03	0.2	3.46	4.24	194	0.0	180	0.16	3.01	196	0.16	6.6	194	2.8	358
2023 01 14 04	0.19	3.38	5.13	194	0.0	180	0.15	2.96	197	0.15	7.02	194	1.15	73
2023 01 14 05	0.19	3.29	5.13	195	0.0	180	0.14	3.16	197	0.14	6.89	194	1.24	11
2023 01 14 06	0.18	3.2	5.13	195	0.0	180	0.12	3.36	194	0.12	6.41	194	2.8	339
2023 01 14 07	0.17	3.08	5.13	195	0.0	180	0.11	3.29	194	0.11	6.68	194	2.31	348
2023 01 14 08	0.16	2.94	5.13	193	0.01	340	0.13	3.6	193	0.06	2.49	212	3.15	339
2023 01 14 09	0.15	2.83	4.24	193	0.0	180	0.11	3.5	193	0.06	2.46	212	2.93	346
2023 01 14 10	0.14	2.75	3.19	193	0.0	180	0.1	3.4	193	0.06	2.44	212	1.8	323
2023 01 14 11	0.14	2.7	3.5	194	0.0	180	0.1	3.35	193	0.06	2.4	215	2.5	261
2023 01 14 12	0.18	2.1	3.19	206	0.15	213	0.07	4.26	192	0.02	3.26	158	6.45	231
2023 01 14 13	0.42	2.32	2.9	211	0.41	212	0.03	3.14	161	0.03	5.36	189	7.49	222
2023 01 14 14	0.55	2.48	3.19	209	0.54	210	0.06	3.98	160	0.02	5.51	186	7.46	217
2023 01 14 15	0.52	2.47	3.19	211	0.51	213	0.09	3.93	167	0.03	5.17	188	6.96	220
2023 01 14 16	0.53	2.43	3.19	211	0.53	211	0.05	4.07	160	0.01	5.96	186	7.76	217
2023 01 14 17	0.56	2.48	3.19	207	0.55	208	0.08	3.96	160	0.02	5.39	185	7.42	216
2023 01 14 18	0.54	2.53	3.19	204	0.47	215	0.26	3.19	171	0.01	5.47	275	6.54	231
2023 01 14 19	0.49	2.6	3.5	199	0.27	232	0.31	2.86	184	0.18	4.07	164	5.07	245
2023 01 14 20	0.45	2.76	3.5	193	0.0	180	0.36	2.97	184	0.12	4.41	158	2.83	272
2023 01 14 21	0.42	2.88	3.86	188	0.0	180	0.42	2.88	188	0.01	14.2	166	1.73	331
2023 01 14 22	0.4	3.0	3.86	186	0.0	180	0.4	2.99	186	0.01	14.23	170	2.19	340
2023 01 14 23	0.39	3.1	4.24	185	0.0	180	0.39	3.1	185	0.01	14.03	171	2.32	343
2023 01 15 00	0.39	3.25	4.24	184	0.0	180	0.39	3.25	184	0.01	14.79	169	2.62	353
2023 01 15 01	0.42	3.51	4.67	181	0.0	180	0.34	3.93	171	0.25	3.02	198	2.23	336
2023 01 15 02	0.49	3.91	5.13	177	0.0	180	0.49	3.91	177	0.01	16.34	165	2.58	334
2023 01 15 03	0.59	4.35	5.65	176	0.0	180	0.59	4.35	176	0.01	17.03	162	2.67	325
2023 01 15 04	0.68	4.72	6.21	177	0.0	180	0.68	4.72	177	0.01	17.6	154	2.2	331
2023 01 15 05	0.75	4.93	6.21	178	0.05	245	0.75	5.07	178	0.01	17.71	154	5.28	272
2023 01 15 06	0.79	5.04	6.21	180	0.02	271	0.79	5.07	180	0.01	17.85	154	3.14	274
2023 01 15 07	0.81	4.61	6.21	183	0.13	242	0.8	5.37	181	0.1	2.14	211	4.98	269
2023 01 15 08	0.83	4.22	6.21	186	0.22	242	0.63	4.78	183	0.63	10.37	183	6.87	275
2023 01 15 09	0.85	3.68	6.21	192	0.36	244	0.61	4.91	183	0.61	10.4	184	9.79	278
2023 01 15 10	0.84	3.55	6.21	197	0.44	243	0.56	5.19	184	0.56	10.23	184	8.55	266
2023 01 15 11	0.82	3.4	6.21	201	0.46	246	0.53	5.26	186	0.53	10.3	184	9.29	272
2023 01 15 12	0.87	3.1	6.21	211	0.58	250	0.6	5.88	186	0.12	8.4	171	11.59	279
2023 01 15 13	0.91	3.07	6.21	218	0.63	256	0.55	5.98	187	0.33	3.56	203	11.43	284
2023 01 15 14	0.86	3.1	6.21	223	0.62	256	0.5	6.02	187	0.32	3.68	207	10.62	283
2023 01 15 15	0.78	3.08	6.21	225	0.58	254	0.43	6.07	189	0.29	3.76	211	9.66	280
2023 01 15 16	0.78	2.96	6.21	229	0.64	248	0.37	6.09	190	0.2	4.46	209	10.38	275
2023 01 15 17	0.81	2.89	3.86	234	0.72	246	0.24	6.59	186	0.18	5.8	198	11.11	275
2023 01 15 18	0.71	2.88	3.86	235	0.57	252	0.33	3.69	214	0.33	11.06	187	9.06	280
2023 01 15 19	0.63	2.73	3.86	238	0.52	255	0.28	3.58	216	0.28	10.71	188	9.59	285
2023 01 15 20	0.62	2.6	3.86	245	0.5	264	0.3	3.53	221	0.3	12.8	189	10.88	298
2023 01 15 21	0.57	2.7	4.24	246	0.39	280	0.36	3.54	229	0.19	6.58	194	8.91	305
2023 01 15 22	0.48	3.04	4.24	236	0.18	306	0.28	4.02	232	0.28	16.25	186	5.02	318
2023 01 15 23	0.44	3.68	6.83	212	0.06	287	0.18	6.43	203	0.13	7.15	187	3.39	285
2023 01 16 00	0.46	4.32	6.83	155	0.08	257	0.27	8.46	76	0.2	6.42	203	4.01	269
2023 01 16 01	0.51	4.47	9.1	119	0.11	250	0.33	8.24	77	0.2	6.35	203	4.25	259
2023 01 16 02	0.57	3.77	6.83	122	0.28	243	0.37	7.57	78	0.21	6.17	204	6.31	242
2023 01 16 03	0.56	4.02	6.83	128	0.06	272	0.4	5.91	78	0.15	7.27	186	3.75	293
2023 01 16 04	0.63	3.34	6.83	190	0.35	249	0.37	5.57	79	0.37	15.59	187	10.17	295
2023 01 16 05	0.69	3.36	6.83	213	0.42	246	0.19	7.56	187	0.14	6.47	196	6.25	262
2023 01 16 06	0.75	3.17	4.24	220	0.61	238	0.21	7.62	186	0.17	6.32	198	8.1	253
2023 01 16 07	0.71	3.18	3.86	217	0.46	244	0.23	7.74	187	0.18	6.33	196	6.5	266
2023 01 16 08	0.58	3.4	7.52	207	0.02	285	0.24	7.72	187	0.21	6.21	195	2.97	285
2023 01 16 09	0.61	3.16	7.52	208	0.37	239	0.29	6.42	193	0.18	7.91	184	7.16	266
2023 01 16 10	0.71	3.0	7.52	211	0.46	243	0.38	6.48	191	0.15	4.92	181	9.43	276
2023 01 16 11	0.82	3.26	6.21	207	0.45	255	0.68	4.69	192	0.08	4.83	84	9.65	285
2023 01 16 12	1.18	3.72	6.83	203	0.59	257	0.96	5.53	192	0.33	8.79	180	12.69	286
2023 01 16 13	1.55	4.96	8.27	195	0.5	259	1.07	7.05	181	1.0	6.04	201	9.18	279
2023 01 16 14	1.74	5.92	9.1	192	0.34	263	1.71	6.9	190	0.02	5.06	82	8.18	285
2023 01 16 15	1.74	6.18	8.27	192	0.28	258	1.61	6.76	193	0.6	10.24	178	7.62	278
2023 01 16 16	1.69	6.07	8.27	193	0.3	248	1.57	6.76	194	0.56	10.23	179	7.67	270
2023 01 16 17	1.8	6.36	8.27	194	0.26	248	1.68	6.84	195	0.6	10.23	179	6.81	271
2023 01 16 18	1.94	6.94	8.27	194	0.11	258	1.81	6.88	196	0.69	10.31	180	4.44	270
2023 01 16 19	1.9	7.09	8.27	194	0.03	243	1.9	7.12	194	0.01	21.13	135	3.42	235
2023 01 16 20	1.78	6.99	8.27	195	0.04	225	1.78	7.02	195	0.02	11.42	238	4.14	222
2023 01 16 21	1.78	7.02	8.27	195	0.0	180	1.67	6.77	197	0.62	10.38	179	2.58	266
2023 01 16 22	2.15	7.07	8.27	194	0.0	180	1.99	6.77	196	0.82	10.39	178	2.74	262
2023 01 16 23	2.75	6.48	9.1	194	1.82	207	1.74	7.85	187	0.88	10.21	180	12.33	234
2023 01 17 00	3.02	6.56	9.1	193	1.43	213	2.32	7.63	191	1.01	10.25	180	9.89	232
2023 01 17 01	3.1	6.74	9.1	193	1.61	211	2.23	7.89	190	1.07	10.3	181	10.68	231
2023 01 17 02	3.24	6.7	9.1	193	2.64	201	1.51	9.75	181	0.98	11.39	169	13.33	224
2023 01 17 03	3.44	6.78	9.1	192	2.75	202	2.03	9.9	177	0.15	12.28	224	13.19	225
2023 01 17 04	3.42	6.9	9.1	191	2.49	201	2.03	9.03	183	1.17	11.48	168	11.69	217
2023 01 17 05	3.31	7.1	9.1	189	1.38	210	1.97	7.9	183	1.97	13.3	173	9.69	222
2023 01 17 06	3.22	7.34	10.01	188	0.86	222	2.84	7.89	189	1.24	11.51	167	9.33	245
2023 01 17 07	3.04	7.25	10.01	187	0.72	228	2.95	8.13	185	0.0	23.44	125	10.24	261
2023 01 17 08	2.9	7.26	10.01	188	0.45	240	2.87	7.87	187	0.0	24.02	127	9.08	278
2023 01 17 09	2.88	7.39	10.01	188	0.4	242	2.85	7.91	187	0.0	24.19	127	8.01	276
2023 01 17 10	2.83	7.67	10.01	187	0.24	253	2.82	7.96	187	0.0	24.27	128	9.47	299
2023 01 17 11	2.72	7.6	10.01	187	0.29	250	2.7	8.14	187	0.0	24.41	119	10.95	295
2023 01 17 12	2.62	6.7	10.01	189	0.51	252	2.57	8.27	187	0.0	25.17	122	12.91	294
2023 01 17 13	2.52	5.95	11.01	191	0.68	269	2.43	8.11	187	0.02	3.82	16	14.32	300
2023 01 17 14	2.37	6.08	10.01	191	0.72	258	2.26	8.34	187	0.04	2.1	12	11.1	284
2023 01 17 15	2.19	6.63	10.01	190	0.49	264	2.14	8.2	188	0.02	3.67	7	8.61	287
2023 01 17 16	2.04	7.25	10.01	189	0.31	262	2.02	8.36	188	0.01	2.65	350	6.64	279
2023 01 17 17	1.97	6.71	10.01	190	0.42	251	1.93	8.54	188	0.04	15.99	123	9.34	282
2023 01 17 18	1.89	7.15	10.01	189	0.27	258	1.87	8.22	189	0.05	15.92	124	5.67	275
2023 01 17 19	1.81	7.81	11.01	188	0.09	280	1.8	8.09	188	0.05	15.88	124	4.35	297
2023 01 17 20	1.74	8.0	11.01	188	0.09	267	1.74	8.27	188	0.05	15.92	124	5.66	299
2023 01 17 21	1.71	7.21	11.01	189	0.27	239	1.68	8.32	188	0.05	16.07	125	7.17	267
2023 01 17 22	1.7	6.57	11.01	191	0.26	250	1.68	7.56	190	0.05	16.18	125	7.85	291
2023 01 17 23	1.66	6.83	11.01	191	0.14	269	1.2	11.05	183	1.13	5.68	200	5.01	295
2023 01 18 00	1.61	7.15	11.01	191	0.14	251	1.25	7.89	193	1.25	16.65	182	4.35	265
2023 01 18 01	1.6	6.37	11.01	192	0.38	239	1.35	7.58	193	0.75	13.18	181	8.23	273
2023 01 18 02	1.55	6.02	11.01	194	0.29	254	1.28	8.06	193	0.68	13.14	181	6.54	286
2023 01 18 03	1.47	5.19	11.01	197	0.49	244	1.2	8.02	194	0.58	13.12	181	10.41	283
2023 01 18 04	1.45	4.51	10.01	202	0.67	245	1.16	6.99	195	0.46	13.09	179	11.04	281
2023 01 18 05	1.36	4.43	10.01	205	0.61	252	1.09	8.26	193	0.51	3.77	212	9.37	281
2023 01 18 06	1.26	3.96	10.01	210	0.7	253	0.78	8.77	193	0.34	13.15	181	11.85	287
2023 01 18 07	1.25	3.43	10.01	222	0.86	259	0.74	8.14	194	0.28	13.13	182	14.62	294
2023 01 18 08	1.15	3.28	9.1	229	0.81	271	0.62	8.35	193	0.23	13.11	182	13.85	299
2023 01 18 09	0.95	3.37	9.1	225	0.58	279	0.55	8.1	194	0.19	13.1	182	10.26	300
2023 01 18 10	0.83	3.44	9.1	225	0.49	278	0.49	8.05	194	0.16	13.07	182	9.57	301
2023 01 18 11	0.73	3.41	9.1	227	0.42	278	0.43	7.95	194	0.14	13.02	182	8.8	301
2023 01 18 12	0.66	2.96	9.1	235	0.43	289	0.38	7.92	194	0.12	12.99	183	10.79	315
2023 01 18 13	0.64	2.87	9.1	244	0.47	286	0.33	7.99	195	0.11	12.99	183	10.46	309
2023 01 18 14	0.61	2.78	9.1	251	0.44	296	0.3	8.05	195	0.1	13.01	183	10.61	315
2023 01 18 15	0.52	2.86	9.1	244	0.36	286	0.24	8.41	194	0.13	12.5	186	7.71	297
2023 01 18 16	0.5	2.66	9.1	242	0.38	278	0.22	8.48	194	0.13	12.53	186	8.91	298
2023 01 18 17	0.51	2.58	12.11	245	0.41	274	0.21	8.49	194	0.14	12.55	186	9.1	293
2023 01 18 18	0.44	2.62	12.11	240	0.27	298	0.19	8.32	194	0.15	12.25	187	7.33	320
2023 01 18 19	0.77	2.36	2.9	270	0.71	282	0.16	8.39	194	0.14	12.24	187	17.39	309
2023 01 18 20	0.73	2.91	4.67	258	0.53	289	0.46	3.94	234	0.12	8.52	194	9.19	308
2023 01 18 21	0.71	2.51	2.9	271	0.65	283	0.24	3.66	228	0.11	8.59	194	14.53	309
2023 01 18 22	1.09	2.76	4.67	267	1.04	272	0.26	5.15	221	0.12	9.51	194	18.24	304
2023 01 18 23	1.27	2.99	5.13	265	1.21	271	0.36	4.37	220	0.08	9.19	195	18.03	303
2023 01 19 00	1.13	2.92	3.86	270	1.06	276	0.36	4.47	224	0.07	12.2	188	15.89	306
2023 01 19 01	1.11	2.87	3.86	270	1.07	274	0.27	4.13	220	0.06	12.22	188	16.12	302
2023 01 19 02	0.97	2.84	3.5	272	0.89	282	0.39	4.27	228	0.05	12.25	188	14.16	308
2023 01 19 03	0.89	2.76	3.19	273	0.81	284	0.36	4.35	229	0.05	12.27	188	14.0	309
2023 01 19 04	0.72	2.76	5.13	270	0.61	286	0.31	3.93	236	0.19	6.02	229	11.05	307
2023 01 19 05	0.59	2.61	2.9	266	0.54	272	0.2	3.98	229	0.05	11.92	189	10.24	293
2023 01 19 06	0.53	2.6	4.67	260	0.41	280	0.23	3.13	238	0.23	5.08	233	9.18	305
2023 01 19 07	0.48	2.59	4.67	259	0.34	288	0.33	3.75	238	0.05	10.85	191	8.35	307
2023 01 19 08	0.45	2.62	4.67	257	0.28	291	0.33	3.68	238	0.06	8.91	66	7.22	307
2023 01 19 09	0.43	2.46	4.67	260	0.28	297	0.23	3.08	242	0.23	5.58	235	7.32	311
2023 01 19 10	0.4	2.35	4.24	269	0.29	298	0.23	3.28	242	0.11	5.04	230	7.73	311
2023 01 19 11	0.39	2.32	3.86	269	0.31	286	0.21	3.47	236	0.03	10.87	192	7.46	300
2023 01 19 12	0.36	2.33	3.86	264	0.25	294	0.2	2.83	243	0.2	5.82	235	6.38	307
2023 01 19 13	0.38	2.17	2.39	264	0.35	269	0.12	4.01	229	0.03	10.46	193	7.75	287
2023 01 19 14	0.41	2.27	3.19	256	0.38	261	0.12	2.91	215	0.04	4.47	236	7.64	281
2023 01 19 15	0.4	2.28	3.19	249	0.39	251	0.07	3.67	210	0.03	4.41	226	7.23	266
2023 01 19 16	0.41	2.3	3.19	243	0.4	245	0.06	4.03	210	0.04	3.35	202	7.38	262
2023 01 19 17	0.5	2.38	3.19	239	0.48	241	0.1	3.81	201	0.02	10.71	194	8.73	265
2023 01 19 18	0.55	2.53	3.5	235	0.46	246	0.28	3.33	207	0.01	11.04	194	8.43	278
2023 01 19 19	0.53	2.72	4.24	226	0.33	254	0.4	3.59	209	0.01	11.31	193	6.54	279
2023 01 19 20	0.77	3.04	4.67	216	0.65	229	0.42	4.72	188	0.01	11.62	193	9.45	254
2023 01 19 21	1.01	3.33	6.21	213	0.78	231	0.64	5.12	189	0.01	8.91	228	10.64	261
2023 01 19 22	1.22	3.43	6.83	215	0.94	234	0.77	5.45	190	0.01	18.89	142	12.85	268
2023 01 19 23	1.33	3.7	7.52	212	0.95	236	0.93	5.91	191	0.02	4.3	332	11.76	266
2023 01 20 00	1.46	4.02	8.27	208	1.02	229	1.04	6.56	191	0.02	4.88	330	10.38	256
2023 01 20 01	1.47	4.59	8.27	203	0.54	255	1.29	5.65	198	0.43	9.43	180	9.63	286
2023 01 20 02	1.48	4.21	8.27	205	0.7	252	1.3	6.43	195	0.01	20.11	142	13.91	288
2023 01 20 03	1.37	4.29	9.1	206	0.57	270	1.25	5.99	198	0.02	4.84	3	10.91	297
2023 01 20 04	1.22	4.17	9.1	209	0.53	273	1.1	6.14	199	0.02	5.52	2	11.14	299
2023 01 20 05	1.08	4.08	9.1	211	0.48	278	0.91	7.21	198	0.32	3.36	226	9.96	302
2023 01 20 06	0.93	4.38	8.27	209	0.3	288	0.79	7.57	198	0.36	3.31	234	6.58	301
2023 01 20 07	0.82	4.54	8.27	206	0.22	288	0.74	7.62	199	0.28	3.16	235	6.42	303
2023 01 20 08	0.77	4.45	8.27	205	0.19	302	0.51	7.02	205	0.51	9.13	193	5.81	313
2023 01 20 09	0.73	4.33	8.27	204	0.18	309	0.5	7.09	205	0.5	9.6	193	4.82	313
2023 01 20 10	0.69	3.92	8.27	204	0.21	296	0.63	7.65	200	0.17	2.85	240	6.11	308
2023 01 20 11	0.68	3.36	8.27	200	0.27	294	0.41	8.59	194	0.36	6.73	206	6.59	309
2023 01 20 12	0.87	4.09	8.27	125	0.29	276	0.35	8.6	192	0.3	6.68	206	6.34	292
2023 01 20 13	1.13	4.82	9.1	97	0.34	266	0.98	7.32	85	0.28	8.13	194	7.58	291
2023 01 20 14	1.07	4.87	9.1	95	0.3	270	0.93	7.16	84	0.28	8.02	195	6.66	294
2023 01 20 15	0.9	4.41	9.1	100	0.28	273	0.74	6.78	82	0.28	8.08	195	6.46	294
2023 01 20 16	0.8	4.05	10.01	109	0.26	278	0.62	6.48	81	0.62	13.52	194	6.46	300
2023 01 20 17	0.73	3.99	10.01	121	0.22	286	0.54	6.16	82	0.54	12.89	192	5.52	299
2023 01 20 18	0.65	4.04	10.01	133	0.17	291	0.38	8.4	193	0.25	9.72	75	4.78	298
2023 01 20 19	0.58	4.15	10.01	143	0.14	285	0.37	8.48	193	0.32	4.63	89	4.73	293
2023 01 20 20	0.53	4.24	10.01	153	0.1	283	0.35	8.51	193	0.32	4.77	87	4.74	297
2023 01 20 21	0.48	4.49	10.01	161	0.0	180	0.32	8.61	193	0.28	4.65	88	1.43	11
2023 01 20 22	0.45	4.17	10.01	169	0.05	66	0.29	8.65	194	0.25	4.46	88	4.09	65
2023 01 20 23	0.42	3.45	10.01	171	0.05	24	0.26	8.69	194	0.23	4.33	88	3.33	10
2023 01 21 00	0.4	3.21	10.01	150	0.0	180	0.23	8.69	194	0.2	4.27	87	3.18	337
2023 01 21 01	0.34	3.62	10.01	146	0.01	325	0.22	2.99	82	0.22	9.59	194	3.23	324
2023 01 21 02	0.32	3.7	10.01	138	0.02	319	0.21	3.33	83	0.21	10.08	194	3.74	318
2023 01 21 03	0.32	3.71	9.1	120	0.01	322	0.19	3.43	85	0.19	10.87	194	3.33	322
2023 01 21 04	0.32	3.78	9.1	102	0.0	180	0.17	7.53	76	0.17	11.16	194	1.34	332
2023 01 21 05	0.32	3.98	9.1	95	0.01	345	0.15	6.06	77	0.11	8.23	194	3.03	342
2023 01 21 06	0.33	3.88	10.01	93	0.05	343	0.19	5.54	80	0.19	12.87	75	7.02	334
2023 01 21 07	0.39	2.5	10.01	79	0.19	15	0.23	4.3	82	0.23	13.98	75	9.24	341
2023 01 21 08	0.47	2.54	10.01	60	0.28	359	0.25	9.37	78	0.22	4.15	83	7.88	340
